Reference,Prediction
و الي هيا خدمتك اكا المليون الي تاخو فيه نقولو مثلا تصرف في,وليهي خدمتك كل مليون اللي تاخو فيه؟ نقولو مثلاً تصرف في تسعمين
عال اسيتس و ليابيليتيز و اكتيف انكوم و باسيف انكوم,على الـ assets و liabilities و active income passive income
ال رياكسيون متاع لعباد الي قرابلي نورمال,الغيكسيون تلعبين لقرابة لنرمال
كان انا نخلي بنتي نهار كامل و هيا شادة فال انفلوونسوز هاذيا هاي شرات ال ايفون كاتورز,كنا نخلي بنتي نهار كيمل ويشد في الانفلونسوزة دي هاي شرت الايفون كتا
دونك فمخي انا كايني ولات صالة متاع تياتغ الي هو نشوف فيه عالركح,فين يولد سألة بتاعتها يمي ونشوف فيها الرقح
كيف شنوا حددلي ممثل و لا كوتش يقلي لا كوتش نقلو تحب الش هاذا و نشوف فيه الي هو انت تحب شفت روحك اوكي فازي هاو كيفاش تعمل,قلت له كيف شنو حددلي ممثل ولا كوتش قل لي ليه كوتش قلوا تحب الشي هذا ونشوف فيه اللي هو انت تحبه شفت روحك اوكي فازي اوكي فيش تعب
هاذا مع انو المجهود الفردي ما هو ش كافي يلزم الدولة تتحرك و,هذا مع أنه المجهود الفردي ما هوش كيف يلزم الدولة تتحركوا
سي فريمون معناها التوعية تبدا من برشا حاجات و فمة حاجات ديجا عنا منهم مي جوست حاطينهم في مخ,فالتوعية تبدأ من الكثير من الأشياء وهناك أشياء موجودة منها
معناها يل سانفيلتر هكة و لا هكة فحياتك كي تو ني فوي با,يعني إن شان فيت حكا ولا حكا في حياتك مامو كو تلويو با
كونتكست متاع الي صاير فتونس مع التوانسة السود و المهاجرين الافارقة جنوب الصحراء,تكسن تعليشار في تونس مع توينسا السود والمهاجرين الأفريقى جنوب الصحراء
هل يكفي اليوم انا نقولوا الي لا راس ايست يون كونستركسيون سوسيال و نعملوا قانون يجرم العنصرية و الا لازمنا نكونوا واعين,هل يكفي اليوم أن نقول أن الغاسة هي مبنية سياسية ونعمل قانون جرم العنصرية؟ أو يجب أن نكون واعين؟
على على الاستعلاء الابيض نسميوه لي سوبريماسيزم بلان الي هو ليوما,على الإستعليق الأبيض نسميه السوبرماسيزم البلو اللي هو اليوم
كي يحكيوا على العرق مش خاطرهم فرحانين لي فمة مازال فمة فكرة العرق ولا,كي يحكوا على العرق مش خاطرهم فرحانين ليه ثم زيل ثم فكرة العرق
كان يون بيرسون ايست نوار كي انسان يبدا,عندما يصبح شخصاً نظرياً يبدأ
و العنصرية و الابوية لي سكسيزم معناها سا سي سي تري كلير,والعنصرية والأبوية السكسيزم معناها سهل جدا
من نوع من لوبريسيون راهو ساعات تجيب وبريسيون ما اقوى,من نوع من الأوبريسيون، لو ساعات جيكوبريسيون ما أقوى هذه هي الفكرة
يحبوا يوليو عندهم دي فورم دايور الي هوما مش,يحبوا يوليو عندهم دي فاهم وده يغلي هما مش
نحتلوا نستعمروا بلاد الي فيها اكثر تقريبا اثناش مليون مواطن,نحتل ونستعمر بلاد تقريباً 12 مليون موارد
ا لابسونس دي ريقلمونتاسيون و عدم تطبيق القانون و كل,الابسنس دو ريجلمونتاشن وتطبيق القانون وكل
معناها فمة واقع مرير الحقيقة لي يعيشوا فيه هوما الناس,فما وقع مرير الحقيقة اللي يعيشوا فيه هما الناس
كلنا عنا نفس الحقوق و الواجبات و كل راهو مش الفايدة يكون عندك الحقوق و الواجبات هاذيكا كهو في القانون الفايدة زادة تتطبق الفايدة كتخرج طفلة توا للشارع فتونس,نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن
كوجينة و كل نحاولوا نقضيوا حاجات كيف كيف زادة مال لوكال ماركت غاديكا و نطيبوا نحنا,حاولوا نقدم حاجات كيف كيف زادة من ونطيبونا احنا
هو سي بيان انا ندللوا رواحنا و كل اما ديما خمم حاجة كي باش تاخذها ايس كي هاذيكا انا ريلمون,وهو سيبين أن دل الوحنة وكل ما تجمع خمم حاجة كي بيستخدها إسكريلي كاينة ريالما
يكونو ناتوريل و انجموا هكاكة معناها,يكونه ناترل ونجم حقيقة معناها
حتى كيف نمشي نقضي بار اكزامبل من لي قراند سورفاس,حتى كيف نمشي نقضي مثلاً من الـ grand surface
سامتايمز لايك يجيك معناها نهار ولا ساعة ولا وقت تقول نحب,أحيانا يشيك نهار ولا ساعة ولا وقت تقول الحب
تدخلوا تعملوا دي سبورت باش تعرفوا رواحكم انتوما شكون,تدخلوا تعملوا دي سبوغ بيش تعرفوا روحكم انتو ما شكون
راهو الدنيا ما توفاش فال باك هو المشكلة الي يقلك الي الدنيا الكل معناها تكمل تعدي ال باك و ترتاح ماكش باش ترتاح خاطر باش تبدا ال اورينتاسيون,إذا لم تفجر في الباك ، فهذا هو المشكلة الذي يقول لك أن كل شيء يعني أن تكمل عادة الباك وترتاح لا ترتاح لأنك ستبدأ العزم
ايز اباوت موفمون يتس اباوت شانج اني الناس الكل تتبدل في الدنيا انو برشا حاجات يتبدلوا دونك,it's about movement it's about a change أن الناس الكل تتبدل في الدنيا أنه برجع حاجات يتبدلوا
ال باك و يبدا يعطي فيك هكة ينظر عليك بالحق كل عبد,فالباكو يبدا يعص فيك هكا ينظر عليك بالحق كل عابد
ما عمري ما طلعت على ثلاثة و نص فال ماث و انا باك ماث و تصوروا معناها انتوما,مع عمري ما طلعت على 35 في المات وأنا بك مات وتصوروا معناها أنتو ما
كيف كيف ال انرجي درينك نتذكر نهار,كيف كيف الانرجي درينكس نذكر نهار
قلت الي بالحق اي واز سو ساد و حسيت روحي هكة ايم ستوبيد و انا ايم دامب اند,وقلت بالحق i was so sad وحسيت روحي هكا i'm stupid وانا i'm dumb
فوكست اون ليميت متاعكم اون لي فاي الي في مخاخكم,وانتبهت للمستوى الذي تريده
استنفعتوا بحاجة كان عديتوا ال باك و سمعتوني رجعتلكم برشا ميموريز اي ريالي,لقد عزيت الباك و سمعتوني و رجعتكم الكثير من المذكورات
يو قونا لايك بي سوبورتد من اللول سورتو خاطر,ستستمتعون بشكل كبير
بالرغم ما يعرفونيش معناها ذاي وير ذاي وير هلبينق مي اوت,كانوا يساعدونني
دونك نحب نبدا بال بيرسونال اكسبيريونس متاعي الي ما كانت ش ساهلة فال ليسي خاطر,لذلك نريد أن نبدأ بمعرفتي الوثائقية التي لم تكن سهلة في المدرسة
هو ديسكوفور معناها بارت اخرى في روحك ما كنتش تعرفها جملة و انا صارت معايا ديجا بون,و discover معناها part اخرى في فروحك مكنش تعرفها جملة و انا صارت معايا دي جابا
دي سيتواسيون مختلفين و شوفوا رواحكم كيفاش تتفاعلوا,في حالات مختلفة وشوف الورقان كيف يشتت في علو
كانتلي بيريود اني تعلمت فيها اي دونت,كانت لي بيريود اني تعلمت فيها
اي موفد اوت فروم ذي سيتي الي نعيش فيها البلاصة لي كبرت فيها و تولدت فيها و كل,i moved out from the city that i live in the place that i grew up in and lived in
ماي فويس ايز سو شايكينق اند نحس ال ايموشيون اي قاعدا نحس بيهم قاعدين يخرجوا في صوتي,ولكن صوتي كثير جداً وأشعر بالأشعار التي أشعر بها عندما يخرجون في صوتي
فوكوس اون ذيم اون ذي جيم على خاطر نحس الي مخي في الوقت هذاكة وقت انا ايم دوينق ا فيزيكال اكتيفيتي و انا ايم اكسرسايزينق و كلماشي,أقوم بعمل عمل صحيح وأنا أتدرب وكل ما شاهد
توكينق اباوت ماي لايف ويذ يو اند قيفينق يو حاجات الي انا عاونوني اي هوب ذاي هلب يو از ويل,تتحدث عن حياتي معكم وأعطيكم أشياء أريد أن يساعدوكم أيضاً
يت واز لايف شانجينق اما,أما كانت حياتي مختلفة
زوز الترن تنجم مثلا سكين كير برشا سامبل بات افكتيف سكين كير روتين دونت شانج,simple but effective skin care routine don't change much your skin care routine نجم مثلا تلتر نيزوز مثلا
الفيلم باش يحكيلنا الحكاية سو,فالفيلم يتحدث عن الحكاية
المعامل لي وزين الواقع متاع ال,الويقع امتع الازوزين
سو لايك حاجة ما تتعدا ش ما عجبتي ش كيفاش و كل ماشي,حاجة متعديش كفيش معجبتنيش كفيش وكل ما شاي
دان يون اجونس دي ماركيتينق ديجيتال دونك وليت لامباسادريس ولا لا ريبريزونتانت دي فيسبوك في تونس,في مجال التواصل الاجتماعي لذلك، والليت، المباركة، مباركة فيسبوك في تونس،
دونك ا بارتير اون كومونس توجور افيك لي وديت,لذلك نبدأ دائماً بالمناقشات
لي شيفر يوريوك وين وين يلزمك تمشي و كيفاش لي بيزنيس موديل يلزم يتبدل,ونحن نريد أن نقوم بعمل بيزنس موديل
لا زون دي كونفور متاع تخدم على بروجي بركا ما نجمتش,لازم تختم على بركة ما نجمتش
خاطر سي كي تو از باتي دي با لازمك ترجعلو تو كومونس بار,ما قمت ببناءه من خلال مكتر جارلو تبدأ
اي كوم انا خدمت سور لي مارش خدمت عال مارش هاذا و نعرف,كم أنا خدمت شغل المرشدة خدمت على المرشدة ونعرف
ديس نوف فان دو ميل ديس نوف,عام 2019
اي نوتر فورس سي سا ان في نوتر فورس سي دي جينيري برشا كرياتيف,ونحن بحاجة إلى تصوير الكثير من المصنعين
دونك جي فولاي مونتر سا اي جي فولاي مونتر زادة نوتر سافوار وقتها ما عنديش,كنت أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أريد أن أري
بون لا ماتوريتي بعيد على بعضها برشا,حسنًا، المدرسة هي بعيدة على بعدها برشا
ايتاي ان بو كومبليكي لي ديبار,كان الامر قليلاً في البداية
مي تو بو سكالر سي تو از كابابل,ولكنك تستطيع التسكيل إذا كنت قادراً
بور ريبوندر ا تا كاستيون فمة شكون امن بينا ما ننساوهمش الي امنو بينا من اللول خاطر بداو معنا وقتلي ما فمة,ونجيب عليك ونجيب عليك ونجيب عليك ونجيب عليك ونجيب عليك ونجيب عليك ونجيب عليك ونجيب عليك ونجيب عليك ونجيب عليك ونجيب عليك ونجيب عليك ونجيب عليك ونجيب عليك ونجيب عليك ونجيب عليك ونجيب عليك ونجيب عليك ونجيب عليك ونجيب عليك ونجيب عليك ونجيب عليك ونجيب عليك ونجيب عليك ونجيب عليك ونجيب عليك ونجيب عليك ونجيب عليك ونجيب عليك ونجيب عليك ونجيب عليك ونجيب عليك ونجيب عليك ونجيب عليك ونجيب عليك ونجيب عليك ونجيب عليك ونجيب عليك ونجيب عليك ونجيب عليك ونجيب عليك ونجيب عليك ونجيب عليك ونجيب عليك ونجيب عليك ونجيب عليك ونجيب عليك ونجيب عليك ونجيب عليك ونجيب عليك ونجيب عليك ونجيب عليك ونجيب عليك ونجيب عليك ونجيب عليك ونجيب عليك ونجيب عليك ونجيب عليك ونجيب عليك ونجيب عليك ونجيب عليك ونجيب عليك ونجيب عليك ونج
ايزي اون ستاج معنتها لايك معنتها ياسر تو از تو ا لايز تو فوا,بسهولة في المنطقة في اليسار، أنت بخير، هل ترى؟
خاطر هيا ما تعرفنيش المراء فهمت دونك جات قالتهالي بو اتر قالتهالي بارس كي ال فولاي حست لي انا هكة خايفة,لأنها لا تعرفني المرأة نعم لذلك جئت وقلت لي، ربما قلت لي لأنها تريد أن تشعر بأنني خائفة
اتر فيير دي ريزولتا كون ا في,ونحن سعيدون من النتائج التي قمنا بها
تو تيست ان تروك,تجربة شيء
تعرف علاش مشات و تزيد,تعرف عليش مشيت وديت
بون هاذايا سي ان سي ان ديبا الي,حسناً، إنه مناقشة
سيرتان نيفو ما عادش باش تاخذها كيما هيا خاطر انت سيرتان نيفو عندك بيزنيس و عندك ريتورن اون انفستمنت عندك سكالابيليتي عندك ابي مع ال كلي متاعك,وأنا لا أعتقد أنني سأقوم بذلك لأنني أعتقد أنني سأقوم بذلك لأنني أعتقد أنني سأقوم بذلك لأنني أعتقد أنني سأقوم بذلك لأنني أعتقد أنني سأقوم بذلك لأنني أعتقد أنني سأقوم بذلك لأنني أعتقد أنني سأقوم بذلك لأنني أعتقد أنني سأقوم بذلك لأنني أعتقد أنني سأقوم بذلك لأنني أعتقد أنني سأقوم بذلك لأنني أعتقد أنني سأقوم بذلك لأنني أعتقد أنني سأقوم بذلك لأنني أعتقد أنني سأقوم بذلك لأنني أعتقد أنني سأقوم بذلك لأنني أعتقد أنني سأقوم بذلك لأنني أعتقد أنني سأقوم بذلك لأنني أعتقد أنني سأقوم بذلك لأنني أعتقد أنني سأقوم بذلك لأنني أعتقد أنني سأقوم بذلك لأنني أعتقد أنني سأقوم بذلك لأنني أعتقد أنني سأقوم بذلك لأنني أعتقد أنني سأقوم بذلك لأنني أعتقد أنني سأقوم بذلك لأنني أعتقد أنني سأقوم بذلك لأنني أعتقد أنني سأقوم بذلك لأنني أعتقد أنني سأقوم بذلك لأنني أعتقد أنني سأقوم بذلك لأنني أعتقد أنني سأقوم
دونك تو ايماجين تكون كومباني متاعك تصرف في سانك ميل دولار بار جور,لذلك تتخيل أنه يجب أن يكون هناك شركة تستخدم 5000 دولاراً يومياً
معنتها عندك ال باز دي دوني متاعك تنجم تعمل فيها,بعدها عندك الباس دونيمتك مش تنفعلي
دونك سا فا سلكناها شوية اي عنا كوم عنا دي انجينير و عنا فريمون دي,لذلك لا بأس، لدينا الكثير من الأشخاص ونحن كالإنجليزين، لدينا أشخاص
معنتها ايديالمون كي باش تبدا حاجة,معناتها إيديالما كي بش تبدأ حاجة
و من بعد او كور دي لاني كي تقعد تحكي معاهم هذاكة هو ريلمون,ومبعد أو كوردو الأنية كي تقعد تحكي معهم إليك هو غير المال
انك تقعد تو بارتاج معاهم نبعثوا بعضنا كتبات نبعثوا لبعضنا,أنك تقعد تشبرتاج معاهم نبعثوا بعضنا كتبت نبعثوا بعضنا
فمة منو حاجة ياسر انا شخت عليها,فما منه حاجة يسر نشخت عليها
فورماسيون هاذي معنتها تسهلك الدنيا الكل خاطر بون كان تو فواياج مش الناس الكل تنجم تسافر,هذه المعلومات تسهلك الدنيا لكل خطوة عندما ترى أنك تسافر من أجل نسكولتنا جميلة،
مش الناس الكل ال ا ال ا سي كونفور,وش نزلقل، لديها هذا الكمفور
كيفاش احنا اون فا شانجي لي بروسيس,فنحن سنغير المشكلة
وقت الي هو يبدا عامل جو على يعمل فيه و شايخ عليه و يحس روحو يل انتربروند,وقتلي هو يبدأ عام الجوع اللي يعمل فيه وشيخ عليه ويحس روح إيلان تربهان
ادوكير اون اساي دي شانجي باللي نجموا مش كان انا قعدا نحاول نبدل,نحن نحاول أن نتعلم ونحاول أن نتعلم ونحاول أن نتعلم ونحاول أن نتعلم ونحاول أن نتعلم ونحاول أن نتعلم ونحاول أن نتعلم ونحاول أن نتعلم ونحاول أن نتعلم ونحاول أن نتعلم ونحاول أن نتعلم ونحاول أن نتعلم ونحاول أن نتعلم ونحاول أن نتعلم ونحاول أن نتعلم ونحاول أن نتعلم ونحاول أن نتعلم ونحاول أن نتعلم ونحاول أن نتعلم ونحاول أن نتعلم ونحاول أن نتعلم ونحاول أن نتعلم ونحاول أن نتعلم ونحاول أن نتعلم ونحاول أن نتعلم ونحاول أن نتعلم ونحاول أن نتعلم ونحاول أن نتعلم ونحاول أن نتعلم ونحاول أن نتعلم ونحاول أن نتعلم ونحاول أن نتعلم ونحاول أن نتعلم ونحاول أن نتعلم ونحاول أن نتعلم ونحاول أن نتعلم ونحاول أن نتعلم ونحاول أن نتعلم ونحاول أن نتعلم ونحاول أن نتعلم ونحاول أن نتعلم ونحاول أن نتعلم ونحاول أن نتعلم ونحاول أن نتعلم ون
باش نجمو ناخذوا دي ديسيجن ماركيتينق,باش نجم وناخدو دي ديسيجيان ماركيتينج
انو يقعد يستنى لاخر الشهر باش يعرف روحو ربح ولا لا على خاطر تو سامبلمون ال انفستمنت يصير,أنه يقعد يستنى لاخر شهر مش يعرف روح وربح وليه لخطر تو سمبليمون الإنفستمنت يصير
الناس تسخايب الي هيا باش تتليفرا ان فان كاتر اور,ناس تسخيب اللي هي باش تقلفرها 24 خور
دونك اول حاجة سي كي,أول شيء
باش نخدموها سور لي بوتيك فيزيك,بشنخد موى سوري بوتيك فيزيكو
اون ا شوازي دي بارتنير ستراتيجيك كيف كيف بيور بلاير بريك اند مورتار باش نبنيوا عليهم باش نعملوا عليهم لي بيطا تيست,انا شوزي دي بارتنير ستراتيجيك كيف كيف بير بلاير و بريك ان مولتر بش نبنيو عليهم بش نعملو عليهم دي بيتا تيست
نجمو سي اون ان ا بروجي ان بارتنير نجمو نحكيوا معاه,إذا كان لدينا مشاركة ومشاركة ناجمونة حيو معا
دخلت باش نشوف لي ستايل اي لادن,خالد بجنشوف، لستيل، الادن،
وي اونتر اوتر,نعم، بينما يوجد
دونك برا امشي اصرف عليها,لذلك برمشي أصرف عليها
دونك نحب لي ماركيتور الي يخمموا في,لذلك نحب الماركتر الذين يخموا
و اكسسيبل الناس الكل تنجم تعمل على قد راهو محلاها كي تخرج كريات دي كاليتي و تخرج,وأكسسيب للناس كل ما تعمل على قدرها ومحلها تخرج خيارات دوكاليتي وتخرج
ناتوريل تصير ل انفستيسمون الي تحطو من اللول يرجع,ناتشو غيل تصير بالانفسيسمون اللي تحطوه من الأول يرجع
تخلي فمة يون ريلاسيون,تخلي فا معيون رولاشيون
سي با ان تروك ا لا كارت معنتها باش تخدم الناس الكل معنتها لا مارك تجينا,إنه ليس شيئاً كبيراً إنه ليس شيئاً كبيراً إنه ليس شيئاً كبيراً إنه ليس شيئاً كبيراً إنه ليس شيئاً كبيراً إنه ليس شيئاً كبيراً إنه ليس شيئاً كبيراً إنه ليس شيئاً كبيراً إنه ليس شيئاً كبيراً إنه ليس شيئاً كبيراً إنه ليس شيئاً كبيراً إنه ليس شيئاً كبيراً إنه ليس شيئاً كبيراً إنه ليس شيئاً كبيراً إنه ليس شيئاً كبيراً إنه ليس شيئاً كبيراً إنه ليس شيئاً كبيراً إنه ليس شيئاً كبيراً إنه ليس شيئاً كبيراً إنه ليس شيئاً كبيراً إنه ليس شيئاً كبيراً إنه ليس شيئاً كبيراً إنه ليس شيئاً كبيراً إنه ليس شيئاً كبيراً إنه ليس شيئاً كبيراً إنه ليس شيئاً كبيراً إنه ليس شيئاً كبيراً إنه ليس شيئاً كبيراً إنه ليس شيئاً كبيراً إنه ليس شيئاً كبيراً إنه ليس شيئاً كبيراً إنه ليس شيئاً كب
جي ني بانس با كي,لأنني لا أعتقد
احنا كان باش نحكيوا على تونس لحقيقة لي مارش يل ايست انكور فيرج,كنا نتحدث عن تونس الحقيقة للمارشة هي أنها مجالية
على خاطر يو ثينك الي باش تعمل فلوس,على خاطر يوثينك اللي بتعمل فلوس
ابني شخصيتك على خاطر كي باش تبدا بيزنيس راهو من اللول الناس باش تجيك على ال فيزيون متاعك,ابني شخصيتك على خاطر كيف تبدأ بزنس راوم الأول الناس بتجيك على الفيزيون بتاعك
تنجم ان كور دي روت تحس روحك الي انت الثنية هاذيكا ما ها ش صحيحة تبدل الثنية مي تو تراس توجور,تجمع كوردغوت تحس روحك انت اثنية هذيك ماشي حتبدل اثنية مي تتخاس توجه
ا ان مومون دون راهو تلمون يتلموا عليك برشا حاجات تلمون تصعب,أحيانا يرى أنه لا يوجد شيء يمكنه فعله
كيفاش تحاول انك تو كونترول تي ايموشيون و تحاول انك تتعدى,فيش تحاول انك تكون تخل تزيموشان وتحاول انك تتعدى
التنرفيز و الغش و ال امبولسيفيتي راهي ما عندها من توصل باش تنحي لك من ال انرجي,الإتنارويز والغش والإمبولسيفيتي راهي ما عندها ومتواصل بش نحيل كمال الإنرجي
متاع الصوحاب و متاع العايلة و متاع الحاجات هاذوكم لي بتي بلازير يلز فون دي توا يون بيرسون,ومتع الصحاب ومتع العائلة ومتع الحاجة تدوك ومتع الابتسامات يجعل منك شخص
هذوما الكل سي دي شوز الي ما حليناش عين عليهم معنتها,دوم الكل سدي شوز اللي ما حلينيش عيني عليهم معتقل
بيان سور دخل برشا فلوس,بالطبع، دخل برشا فلوس
لكن مش اي ستراتيجي فمة برشا ستراتيجي,لكن مش أي استراتيجي فما باش أدي استراتيجي
زادة هنا نحبوا نفسروا الي ال سوشيال ميديا راهي ما ها ش ال ديجيتال ماركيتينق و الا نجموا نقولوا,زي ده هنين حابوا نفسروا اللي السوشيال ميديا راهي ما هيش الديجيتال ماركتينج وقال لا نجم نقوله
الي تنجم تنجح بيهم ولا ا ترافير الستراتيجيات هاذوكم تنجح بيهم على ال سوشيال ميديا,اللي تنجح بيهم على السوشال ميديا
جوست تعمل بوست و الا ستاتيو و لا تصويرة و الا فيديو,مش جس دعم تبوست ولا تصوير ولا تصوير ولا فيديو
او فورماسيون فمة لي يستحق شكون يخدملو لا ستراتيجي متاعو,أو فورميشن كما ليستحق الشخص أن يخدم له لاستراتيجي متاعه
تعملوا ال بوستينق تتلهالو معناها بال بروجي الكل ما يعمل حتى شيء هو,تعملوا البوستنج تطلي هاي المعانيها بالبروجي الكل ميعمل حتى شي هو
اكثر من سمول بيزنيس شوية موايان بيزنيس نجموا نقولوا,أكثر مسموه البزنس شوية موياه بزنس ما شو نقوله
ال بيرسونال براند توا مهمة عالاخر نفسر معناها بيرسونال براند,البرسنال بران تاوى مهمة على الأخر طبعاً فسرش معنى البرسنال بران
في تونس فمة برشا دي اوبستاكل لكن نجمو احنا نتعداوهم بيان سور ما ناقفوش غادي,يوجد الكثير من المشاكل لكننا نستطيع التعديل عليهم بشكل طبيعي
بار كونتر انت بالورقة و الستيلو باسيكمون,ولكن بالنسبة للورقة فبسيطاً
عندك كاتيغوري اخرى للاكبر مثلا من الخمسة و عشرين لخمسة و اربعين و عندك حتى دي برودوي ديستيني,وعندك كاتيجوري أخرى للأكبر مثلاً من الـ 25 إلى الـ 45 وعندك حتى دي برودي دي سيني
دونك انا من بعد ديجا جوست ركزت على عام من العمر,لذلك أنا بعض كنت دجا جلسة ركزت على عام العمر
دونك كيفاش باش يحلوا المشكلة متاعو كيف كيف كان سيرفيس هو عندو بروبلام انت باش تحلوا ال بروبلام متاعو بال سيرفيس متاعك باش توصلوا ان ريزولتا اكس ان اوبجيكتيف اكس دونك هذاكة تتسمى ترانسفورماسيون كلاينت,كيف يجب أن يحل المشكلة؟ كيف يجب أن يحل المشكلة؟ كيف يجب أن يحل المشكلة؟ كيف يجب أن يحل المشكلة؟ كيف يجب أن يحل المشكلة؟ كيف يجب أن يحل المشكلة؟ كيف يجب أن يحل المشكلة؟ كيف يجب أن يحل المشكلة؟ كيف يجب أن يحل المشكلة؟ كيف يجب أن يحل المشكلة؟ كيف يجب أن يحل المشكلة؟ كيف يجب أن يحل المشكلة؟ كيف يجب أن يحل المشكلة؟ كيف يجب أن يحل المشكلة؟ كيف يجب أن يحل المشكلة؟ كيف يجب أن يحل المشكلة؟ كيف يجب أن يحل المشكلة؟ كيف يجب أن يحل المشكلة؟ كيف يجب أن يحل المشكلة؟ كيف يجب أن يحل المشكلة؟ كيف يجب أن يحل المشكلة؟ كيف يجب أن يحل المشكلة؟ كيف يجب أن يحل المشكلة؟ كيف يجب أن يحل المشكلة؟ كيف يجب أن يحل المشكلة؟ كيف يجب أن يحل المشكلة؟ كيف يجب أن يحل المشكلة؟ كيف يجب أن يحل المشكلة؟ كيف يجب أن يحل المشكلة؟ كيف يجب أن يحل المشكلة؟ كيف يجب أن يحل المشكلة؟ كيف يجب أن يحل الم
معناها باش تنجح فال كوم متاعك باش تبيع سيرفيس متاعك ما تحكيش على سيرفيس شنوا فيه انا نبيع كذا سيرفيس ولا فورماسيون فيها و فيها باش تحكي على كذا و كذا و كذا,معناها باش تنجح في الكامل بتاعك باش تبيع السيرفيس بتاعك ما تحكيش على السيرفيس شنوه فيه إنا نبيع كذا سيرفيس ولا فورميشن فيها وفيها باش تحكي على كذا وكذا وكذا
خلي ال كلاينت يحلم يرا روحو فال بوينت هذاكة فال ترانسفورماسيون هاذيكا من بعد اب يشري,خلي الكلين يحلم يرى روحه في البرنامج في ترانسفورميشن هذيك يبات يشري
ماهو انت كي تبدا خادم ال بيرسونا متاعك بعد لي بارامتر باش تلقاهم حاضرين جوست باش تكتبهم تك تك,وأنت تريد أن تخدم شخصيتك بعض البرامات التي تجدهم حاضرين فقط لكي تكتبها
اول حاجة تبدا بيها فوالا هذوما الكلهم مكونات ستراتيجي دونك هذوما,أو الحاجة تبدأ بها هذا كلهم مكونات الاستراتيجين
شنوا لوبجيكتيف متاعك مال ريل هاذيا,شنو الأبجيكتيف من دي أكمل ريال هيدي
ابسط اوبجيكتيف تحب انقاجمون تحب لايك تحب بارتاج,أبسط أوبجيكتيف تحب تحب تحب تحب
الور كي ما يلزمش تتقال كلمة جايم ولا جايم با,الله كم ينسوش تتقال كلمة جيم ولا جيم با
و يلزم يلزمها تتبدل ال مونتاليتي هاذيا,ويزمها تتبدل المونتاليتي هذي
