Reference,Prediction
معناها فمة واقع مرير الحقيقة لي يعيشوا فيه هوما الناس,فما ويقى مريل تحقيق اللي عيشوا فيهم
كلنا عنا نفس الحقوق و الواجبات و كل راهو مش الفايدة يكون عندك الحقوق و الواجبات هاذيكا كهو في القانون الفايدة زادة تتطبق الفايدة كتخرج طفلة توا للشارع فتونس,إذا اضطرنا على نفس الحقوق والوجيبات وكل راهم مش الفيدة يكون عندك الحقوق والوجيبات ذيك الكهو في القانون الفيدة زدت تطبق الفيدة كيتخرج طفلة تولى الشارع في تونس
كوجينة و كل نحاولوا نقضيوا حاجات كيف كيف زادة مال لوكال ماركت غاديكا و نطيبوا نحنا,وجينا كل نحاولو نقديم حاجات كيف كيف زادها من الوكل ماركتس غاديكت ونطيبو نحنا دون
هو سي بيان انا ندللوا رواحنا و كل اما ديما خمم حاجة كي باش تاخذها ايس كي هاذيكا انا ريلمون,فسي بيان ندللو الوحنا وكلما جمع خامم حاجة كي بيستخدها اسكوهي دي كعنا غير مان
يكونو ناتوريل و انجموا هكاكة معناها,إكونا ونطورة أو نجمو حكي كامر لها
حتى كيف نمشي نقضي بار اكزامبل من لي قراند سورفاس,حتى كيف نمشي نقدي، باريزامل مليغاند سورفاش
سامتايمز لايك يجيك معناها نهار ولا ساعة ولا وقت تقول نحب,بعض الوقت يشيك معاني على النهار ولا ساعة ولا وقت تقول نحب
تدخلوا تعملوا دي سبورت باش تعرفوا رواحكم انتوما شكون,دخلوا تعملوا دي سبوغ بش تعرفوا روحكم انتو عشكون
راهو الدنيا ما توفاش فال باك هو المشكلة الي يقلك الي الدنيا الكل معناها تكمل تعدي ال باك و ترتاح ماكش باش ترتاح خاطر باش تبدا ال اورينتاسيون,لو الدنيا متوفيش في الباك هو المشكلة اللي يقول لك اللي الدنيا كل معنى يتكامل تعجل الباك وترتيح مكش بش ترتيح خطر شترد العوين تشان
ايز اباوت موفمون يتس اباوت شانج اني الناس الكل تتبدل في الدنيا انو برشا حاجات يتبدلوا دونك,إنه بشكل تبدل في الدنيا إنه برجا حاجات يتبدلوا
ال باك و يبدا يعطي فيك هكة ينظر عليك بالحق كل عبد,الباك ويبدأ يعصفيك هكذا ينظر عليك بالحق كل عبد
ما عمري ما طلعت على ثلاثة و نص فال ماث و انا باك ماث و تصوروا معناها انتوما,مع عمري ما طلعت على ثلاثة ونصف المات وإنا بك مات وتصوروا معناها أنتما
كيف كيف ال انرجي درينك نتذكر نهار,كيف كيف الانرجي درينكس؟ نذكر نهار
قلت الي بالحق اي واز سو ساد و حسيت روحي هكة ايم ستوبيد و انا ايم دامب اند,قلت بالحق i was so sad and i felt like i'm stupid and i'm dumb
فوكست اون ليميت متاعكم اون لي فاي الي في مخاخكم,فوقست عن المت سمتيعكم عن الفاي اللي فم خاخكم
استنفعتوا بحاجة كان عديتوا ال باك و سمعتوني رجعتلكم برشا ميموريز اي ريالي,انفعتوا بحاجة كان عزيتوا الباك وسمعتوني رجعتكم بشا مماريز
يو قونا لايك بي سوبورتد من اللول سورتو خاطر,يمكنك أن تساعد ملاحظة في الوصف
بالرغم ما يعرفونيش معناها ذاي وير ذاي وير هلبينق مي اوت,برمي أفني شماني they were helping me out
دونك نحب نبدا بال بيرسونال اكسبيريونس متاعي الي ما كانت ش ساهلة فال ليسي خاطر,لكن حب نبدأ بالpersonal experience المتاعي اللي ما كانتش تسهلة في اليساء
هو ديسكوفور معناها بارت اخرى في روحك ما كنتش تعرفها جملة و انا صارت معايا ديجا بون,ويدسكوفر معناها بارت اخرى في فروحك مكنش تعرفها جملة وانا صارت معايا دي جاء بان
دي سيتواسيون مختلفين و شوفوا رواحكم كيفاش تتفاعلوا,دي سيتيشان مرتلفي وشوف روح كن كيفية تتفعلو
كانتلي بيريود اني تعلمت فيها اي دونت,كانت لبريود اني تعلمت فيها
اي موفد اوت فروم ذي سيتي الي نعيش فيها البلاصة لي كبرت فيها و تولدت فيها و كل,اي موفد اوت فرم السيتي اللي نشفيها ببلاسها اللي كبرت فيها وطولت فيها وكل
ماي فويس ايز سو شايكينق اند نحس ال ايموشيون اي قاعدا نحس بيهم قاعدين يخرجوا في صوتي,ولكني أسمي كثيرا و أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أشعر أ
فوكوس اون ذيم اون ذي جيم على خاطر نحس الي مخي في الوقت هذاكة وقت انا ايم دوينق ا فيزيكال اكتيفيتي و انا ايم اكسرسايزينق و كلماشي,تركيز على خطر نحس إذي مخي في الوقت هذي كوقت أنا أم doing a physical activity وأنا أم exercising وكل ما شاي
توكينق اباوت ماي لايف ويذ يو اند قيفينق يو حاجات الي انا عاونوني اي هوب ذاي هلب يو از ويل,تتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتتت
يت واز لايف شانجينق اما,أما أنه كان مرحباً مرحباً
زوز الترن تنجم مثلا سكين كير برشا سامبل بات افكتيف سكين كير روتين دونت شانج,simple but effective skin care routine don't change your skin care routine ترجمة مثلا تلتير نيزوز مثلا
الفيلم باش يحكيلنا الحكاية سو,الفيلم بشيحكينا الحكاية
المعامل لي وزين الواقع متاع ال,أمتع لزيزين
سو لايك حاجة ما تتعدا ش ما عجبتي ش كيفاش و كل ماشي,حجم تعديش كيفش معزبنيش كيفش و كل ما شاي
دان يون اجونس دي ماركيتينق ديجيتال دونك وليت لامباسادريس ولا لا ريبريزونتانت دي فيسبوك في تونس,في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتمع في مجتم
دونك ا بارتير اون كومونس توجور افيك لي وديت,نحن نبدأ بالتعامل مع الآدات
لي شيفر يوريوك وين وين يلزمك تمشي و كيفاش لي بيزنيس موديل يلزم يتبدل,تشيف خيواري وينزمو كنمشيو كفشلو بزنس مو ديزمو يتباد
لا زون دي كونفور متاع تخدم على بروجي بركا ما نجمتش,لزون دو كنفور متاع تختم على بروجة بركة مانا جامتشن
خاطر سي كي تو از باتي دي با لازمك ترجعلو تو كومونس بار,كما تشترك في البداية، كما تشترك في البداية، كما تشترك في البداية، كما تشترك في البداية، كما تشترك في البداية، كما تشترك في البداية، كما تشترك في البداية، كما تشترك في البداية، كما تشترك في البداية، كما تشترك في البداية، كما تشترك في البداية، كما تشترك في البداية، كما تشترك في البداية، كما تشترك في البداية، كما تشترك في البداية، كما تشترك في البداية، كما تشترك في البداية، كما تشترك في البداية، كما تشترك في البداية، كما تشترك في البداية، كما تشترك في البداية، كما تشترك في البداية، كما تشترك في البداية، كما تشترك في البداية، كما تشترك في البداية، كما تشترك في البداية، كما تشترك في البداية، كما تشترك في البداية
اي كوم انا خدمت سور لي مارش خدمت عال مارش هاذا و نعرف,إيكم أنا خدمت شغل المرشي لا خدمت على المرشي هذا ونعرف
ديس نوف فان دو ميل ديس نوف,في عام 2019
اي نوتر فورس سي سا ان في نوتر فورس سي دي جينيري برشا كرياتيف,ونحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نح
دونك جي فولاي مونتر سا اي جي فولاي مونتر زادة نوتر سافوار وقتها ما عنديش,donc je voulais montrer ça et je voulais montrer zéda notre savoir
بون لا ماتوريتي بعيد على بعضها برشا,المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى المترجم الى
ايتاي ان بو كومبليكي لي ديبار,كان قليلاً على الوقت
مي تو بو سكالر سي تو از كابابل,لكن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستطيع أن تستط
بور ريبوندر ا تا كاستيون فمة شكون امن بينا ما ننساوهمش الي امنو بينا من اللول خاطر بداو معنا وقتلي ما فمة,فما شكون أمن بنا وما ننسوه مش اللي أمنوا بنا من لول خاطر بدأوا معنا وقت اللي ما فهم حتى
ايزي اون ستاج معنتها لايك معنتها ياسر تو از تو ا لايز تو فوا,إيزييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييي
خاطر هيا ما تعرفنيش المراء فهمت دونك جات قالتهالي بو اتر قالتهالي بارس كي ال فولاي حست لي انا هكة خايفة,خاطر هي ما تعرفني إيش المرأة جيت وقالت هيلي بس كاللووليك حسدت لي أنا هكا خايفة
اتر فيير دي ريزولتا كون ا في,ويجب أن يكون أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أكثر من أ
تو تيست ان تروك,تستخدمي شيئاً
تعرف علاش مشات و تزيد,تعرف عليش مشيت وديت
بون هاذايا سي ان سي ان ديبا الي,ترجمة نانسي قنقر
سيرتان نيفو ما عادش باش تاخذها كيما هيا خاطر انت سيرتان نيفو عندك بيزنيس و عندك ريتورن اون انفستمنت عندك سكالابيليتي عندك ابي مع ال كلي متاعك,وعندك بزنس وعندك رترن عن أد spend وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك وعندك
دونك تو ايماجين تكون كومباني متاعك تصرف في سانك ميل دولار بار جور,تُمَجِنَ تُمَجِنَ تُمَجِنَ تُمَجِنَا تُمَجِنَا تُمَجِنَا تُمَجِنَا تُمَجِنَا تُمَجِنَا تُمَجِنَا تُمَجِنَا تُمَجِنَا تُمَجِنَا تُمَجِنَا تُمَجِنَا تُمَجِنَا تُمَجِنَا تُمَجِنَا تُمَجِنَا تُمَجِنَا تُمَجِنَا تُمَجِنَا تُمَجِنَا تُمَجِنَا تُمَجِنَا تُمَجِنَا تُمَجِنَا تُمَجِنَا تُمَجِنَا تُمَجِنَا تُمَجِنَا تُمَجِنَا تُمَجِنَا تُمَجِنَا تُمَجِنَا تُمَجِنَا تُمَجِنَا تُمَجِنَا تُمَجِنَا تُمَجِنَا تُمَجِنَا تُمَجِنَا تُمَجِنَا تُمَجِنَا تُمَجِنَا تُمَجِنَا تُمَجِنَا تُمَجِنَا تُمَجِنَا تُمَجِ
معنتها عندك ال باز دي دوني متاعك تنجم تعمل فيها,عندك الباس دونيمتك لنفعل
دونك سا فا سلكناها شوية اي عنا كوم عنا دي انجينير و عنا فريمون دي,نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم، نعم،
معنتها ايديالمون كي باش تبدا حاجة,معانتها إيديا الموكي بش تبدأ حاجة
و من بعد او كور دي لاني كي تقعد تحكي معاهم هذاكة هو ريلمون,ومبعدة في المنزل التي تحكي معهم ، فإنه كان ريلاً
انك تقعد تو بارتاج معاهم نبعثوا بعضنا كتبات نبعثوا لبعضنا,أنك توقع تشبرتها معها ونبعثوا بعضنا كتبتنا ونبعثوا لبعضنا
فمة منو حاجة ياسر انا شخت عليها,فما منه حاجة يسر ناشخة عليها
فورماسيون هاذي معنتها تسهلك الدنيا الكل خاطر بون كان تو فواياج مش الناس الكل تنجم تسافر,كما تتحدث عن طريق كما تتحدث عن طريق كما تتحدث عن طريق كما تتحدث عن طريق كما تتحدث عن طريق كما تتحدث عن طريق كما تتحدث عن طريق كما تتحدث عن طريق كما تتحدث عن طريق كما تتحدث عن طريق كما تتحدث عن طريق كما تتحدث عن طريق كما تتحدث عن طريق كما تتحدث عن طريق كما تتحدث عن طريق كما تتحدث عن طريق كما تتحدث عن طريق كما تتحدث عن طريق كما تتحدث عن طريق كما تتحدث عن طريق كما تتحدث عن طريق كما تتحدث عن طريق كما تتحدث عن طريق كما تتحدث عن طريق كما تتحدث عن طريق كما تتحدث عن طريق كما تتحدث عن طريق كما تتحدث عن طريق كما تتحدث عن طريق كما تتحدث عن طريق كما تتحدث عن طريق كما تتحدث عن طريق كما تتحدث عن طريق كما تتحدث عن طريق كما تتحدث عن طريق كما تتحدث عن طريق كما تتحدث عن طريق
مش الناس الكل ال ا ال ا سي كونفور,موشي نزولكوه لها سوى كمفورة
كيفاش احنا اون فا شانجي لي بروسيس,نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن
وقت الي هو يبدا عامل جو على يعمل فيه و شايخ عليه و يحس روحو يل انتربروند,وقت اللي هو ويبدأ عامل جاوة اللي يعمل فيه وشيخ عليه ويحس روحه إلى انتربان
ادوكير اون اساي دي شانجي باللي نجموا مش كان انا قعدا نحاول نبدل,نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن
باش نجمو ناخذوا دي ديسيجن ماركيتينق,مش نجمونيخ دو دي دي سيجان ماركتنگ
انو يقعد يستنى لاخر الشهر باش يعرف روحو ربح ولا لا على خاطر تو سامبلمون ال انفستمنت يصير,أنه يقعد يستنى لاخر الشهر مش يعرف روح وربح ولا لي على خطرته سمبلما الانفستمنت يصير
الناس تسخايب الي هيا باش تتليفرا ان فان كاتر اور,ناس تسخيب اللي هي بشتتليفرها ان 24
دونك اول حاجة سي كي,أول حاجة
باش نخدموها سور لي بوتيك فيزيك,بشنخد موى sur les boutiques physiques
اون ا شوازي دي بارتنير ستراتيجيك كيف كيف بيور بلاير بريك اند مورتار باش نبنيوا عليهم باش نعملوا عليهم لي بيطا تيست,نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن نحن
نجمو سي اون ان ا بروجي ان بارتنير نجمو نحكيوا معاه,نجموًا، نجموًا، نجموًا، نجموًا، نجموًا، نجموًا، نجموًا، نجموًا، نجموًا، نجموًا، نجموًا، نجموًا، نجموًا، نجموًا، نجموًا، نجموًا، نجموًا، نجموًا، نجموًا، نجموًا، نجموًا، نجموًا، نجموًا، نجموًا، نجموًا، نجموًا، نجموًا، نجموًا، نجموًا، نجموًا، نجموًا، نجموًا، نجموًا، نجموًا، نجموًا، نجموًا، نجموًا، نجموًا، نجموًا، نجموًا، نجموًا، نجموًا، نجموًا، نجموًا، نجموًا، نجموًا، نجموًا، نجموًا، نجموًا، نجموًا، نجموًا، نجموًا، نجموًا، نجموًا، نجموًا، نجموًا، نجموًا، نجموًا، نجموًا، نجموًا، نجموًا، نجموًا، نجموًا، نجم
دخلت باش نشوف لي ستايل اي لادن,رألت بشأنشوف، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذلك، لذ
وي اونتر اوتر,ترجمة نانسي قنقر
دونك برا امشي اصرف عليها,دونك بره يمشي يصرف عليها
دونك نحب لي ماركيتور الي يخمموا في,نحب الماركتر اللي خموا في
و اكسسيبل الناس الكل تنجم تعمل على قد راهو محلاها كي تخرج كريات دي كاليتي و تخرج,أو أكسسيب لنسكول تجمتام على قد دلها ومحليها تخرج كريادوكاليتي وتخرج
ناتوريل تصير ل انفستيسمون الي تحطو من اللول يرجع,ناتشغال تصير بالنفسيس مو اللي تحطم له ولي يرجع
تخلي فمة يون ريلاسيون,خلّي فاما إيُن رلاشاً
سي با ان تروك ا لا كارت معنتها باش تخدم الناس الكل معنتها لا مارك تجينا,هذا ليس شيئاً على كارتماً على كارتماً على كارتماً على كارتماً على كارتماً على كارتماً على كارتماً على كارتماً على كارتماً على كارتماً على كارتماً على كارتماً على كارتماً على كارتماً على كارتماً على كارتماً على كارتماً على كارتماً على كارتماً على كارتماً على كارتماً على كارتماً على كارتماً على كارتماً على كارتماً على كارتماً على كارتماً على كارتماً على كارتماً على كارتماً على كارتماً على كارتماً على كارتماً على كارتماً على كارتماً على كارتماً على كارتماً على كارتماً على كارتماً على كارتماً على كارتماً على كارتماً على كارتماً على كارتماً على كارتماً على كارتماً على كارتماً على كارتماً على كارتماً على كارتماً على كارتماً على كارتماً على كارتماً على كارتماً على كارتماً على كارتماً على كارتماً على كارتماً على كارتماً على كارتماً على كارتماً
جي ني بانس با كي,لأنني لا أعتقد أن
احنا كان باش نحكيوا على تونس لحقيقة لي مارش يل ايست انكور فيرج,كيف سنحكيو على تونس؟ لحقيق اللومارشي إليه أنكور فيرش
على خاطر يو ثينك الي باش تعمل فلوس,على خطر يثنك اللي يفتع مشلوس
ابني شخصيتك على خاطر كي باش تبدا بيزنيس راهو من اللول الناس باش تجيك على ال فيزيون متاعك,إبني شخصيتك على خادر كيف تبدأ بزن السراو من له والناس بتجيك على الفيزيون بتاعك
