dataset,prediction,reference,duration_s,audio_id,sample_wer
labeled_algerian,يا، كيخليكم ولات تزيد تزيد زما في هالقطعة. Okay. السكتة الدماغية إيه، تذكرت إن أنا ما هدّرتش الأفلام. [Human Sounds] من رجلي فلسطين [Speech] يعني أنا من ضمن ضروري,كيخليك تولي تزيد تزيد زعما فيها القدام كتبتاسم باغي تفكرت انني ما هضرتش في الأفلام شتي هاديك هاديك بوحدها عاود هاديك بوحدها هادي انا لي جات ليا فراسي شحال من مرة وجاتني الضحكة اليوم يا ساطة هادشي كامل لي قلتي زويون عبد الجليل حدايا شوف ككلمة اخيرة يعني انا من منظوري,30.0,quantumpuls3/Algerian-STT-Cleaned-V5/seed=42&min=250&max=300&N=500/4c717c63-5309-4631-a965-a84219f55285,0.9215686274509803
labeled_algerian,تَعْرِيفِ الْأَدْرِيفَةِ [Speech] من دروب,اقترب الأظرفة واش ظرف ولا ثلاثة الأظرفة وغانسولك الأسئلة اللي بغيتو منى اليوم شوفي شحال وانا كنتسنى تجي عندي مرحبا اليوم صافي على الراس العيد مرحبا بيكم منى الله يبارك فيك ضيفتنا فاحكي لشهرزاد هي الفنانة مغربية منافدة ديال الليمونة فهاد الفقرة عندي تلاتة ديال الأظرفة اللي بقاو ليا هاد بقاو ليا من,28.1,quantumpuls3/Algerian-STT-Cleaned-V5/seed=42&min=250&max=300&N=500/8f749bfd-a95d-459b-aaef-8b29fd60c7cb,1.0
labeled_algerian,طبي عندي فلمنيا كيبقى كيدوم كيدوم الأطمة في الألبسة البولت ما هو فارينه كل شيء فارينه ونقول هذا بقى هذا عادي هذا ديال قلب عادي اللي يبقى بغير بغير سميده عادي اللي يبغى الكسكاسة كياخذها، اللي يبغى العادية كياخذها، الكسكاسة تقول ليه تشي قماش في خمسة المكونات. هذا بقى هذا السبيشال اللي كنسيبهم نو البرير وكنسيبهم بارك الله وهادي هادي الفارينه هادي الفارينه,بزاف حيت اصعب حاجة الله يستر هي يتلف لك ولدك الله يحفظ توحشتي باباك طبعا طبعا دابا ربعة وعشرين عام باش مات الوقت كفيل بأنه الجرح يبرد شوية ولكن اه كتجي اوقات اللي كطلع ليا الغلية وكطلع ليا التنتج مكنبغيش هاد الموضوع مكنبغيش نهضر فيه ولكن سنة الحياة هي هادي الله يرحمها,30.0,quantumpuls3/Algerian-STT-Cleaned-V5/seed=42&min=250&max=300&N=500/bfc1b072-7897-44fb-85c2-48b08bc04ac6,1.1730769230769231
labeled_algerian,دكتور هو هبل. Exactement. يعني نفس العملية اللي تديري مثلا نفس اللي كيدورو مثلا البوتوكس على مستوى الوجه. Exactement. ما خدناش دابا بالنسبة للتيين، على طول تيي نتائج كتكون مزيانة ولكن الجيفير كتكون مختلفة من شخص إلى آخر. وبالنسبة للرجلين يا دكتور؟ نفس الشيء. إيه نفس الشيء وين قدرو نديروها للرجلين غير هو ال ال الغيزيول تا كيكون مويه. Moya ويكفي كل فضله أن ننجزه في كاس بالنسبة لي بالنسبة للتيت,خصنا كلنا نفس العملية اللي تدير مثلا الناس اللي كيديروا مثلا على مستوى الوجه لليدين تا هي النتائج كتكون مزيانة ولكن كتكون مختلفة من شخص الى اخر وبالنسبة للرجلين ادكتور حيت نفس الشي اه نفس الشيء ونقدرو نديروها للرجلين غير هو تكون مية مية بالنسبة لليدين بالنسبة لليدين فهي,27.6000625,quantumpuls3/Algerian-STT-Cleaned-V5/seed=42&min=250&max=300&N=500/1ef657ed-63c3-478a-9d82-c8cd44e2eeb2,0.9387755102040817
labeled_algerian,"كل واحد فارق كلهم غريب عنده هاد اللونغ لين لور، ينفو يبدئ يحاول إنه يستعمله كل هون راد دوت رجع. كالعادة انت لازم تيجي تقول لي كل قوم عندهم باغاز لونغ لين. ورجع وهالقضية كان كان قراها الدكتور طارق المليح التحية ليه كبيرة، قال لك if you don't use it, you lose it. Ponto إذا ما كنتش براكسس ما كنتش تجرب وبراكس كديما هاديك الحاجة غادي تفقدا وهادشي تنطبق على الإنجليزية، الإنجليزية الصح. E-commerce",كل واحد اخر كل مغربي عندو واحد اللور يبدا يحاول انه يستعمل كل نهار غدا ترجعهم عندهم ويرجع واحد القضية كان كان قالها الدكتور طارق المليح تحية ليه كبيرة قالك كاينة الا مكانش مكانش التجريب ديما ديك الحاجة غادي تفقدها وهادشي تينطابق تا على الإنجليزية الإنجليزية الصحة اه,30.0,quantumpuls3/Algerian-STT-Cleaned-V5/seed=42&min=250&max=300&N=500/d05637ac-5de9-4b25-b006-f693df4c2482,1.2291666666666667
labeled_algerian,يوم مذالك ما زال اقبل على هذا المراكز كبير في الوقت اللي بلادنا كتوفر فيها لمؤسسات مخصصة في الطب والعلاج النفسي. [Music] وصلنا لنهاية هالعدد. كل شكر للطاقم الصحفي ورفني، والشكر لكم أيضا على وفائكم. يمكن لكم تتابعوا جميع حلقاتنا على الموقع الرسمي للقناة التانية وتطبيقات ماي ديزاين. في أمان الله. [Music] [Music],رغم ذلك مازال الاقبال على هاد المراكز كبير في الوقت اللي بلادنا كتوفر فيه على مؤسسات مختصة في الطب والعلاج النفسي وصلنا لنهاية هاد العدد كل الشكر للطاقم الصحفي والفني والشكر ليكم ايضا على وفائكم يمكن ليكم تابعو جميع حلقاتنا على الموقع الرسمي للقناة الثانية وتطبيق مايدوزيم في امان الله,29.05,quantumpuls3/Algerian-STT-Cleaned-V5/seed=42&min=250&max=300&N=500/ba22db9a-02e5-4155-afc7-cece7a8b0b2f,0.58
labeled_algerian,وبديتش ولقايت لزبستاكل بزاف، يعني من أقرب الناس، من لون تفراش كامل، را غير كاتخربق، شنو كديت؟ فين غادي؟ يعني ولقايت من مصر ونقول لك هادشي را ماشي سهل، يعني را ما سهلش، حيت ما كاتخاش تايلف، كاتش قابو هاديك، وما كاتش قابو هاديك. exactly هنا كيجوك أفكار سلبية، را بس حكت خربة. وتشويه عقل الشي ونقول لك، شويه تشار عسكت شو اللي تتشكيك في القدرات.,وبديت ولقيت بزاف يعني من اقرب الناس من كامل راه غير كتخربق شنو كدير فين غادي يعني وبقيت مصر ونقول لك هادشي راه ماشي سهل يعني را ماساهلش حيت ملي كاتختالف كاتبقى بوحدك وملي كاتبقى هنا كيجيوك افكار سلبية راه بصح بزاف فراسك شوية حتى راسك تتولي تتشكك في القدرات,30.0,quantumpuls3/Algerian-STT-Cleaned-V5/seed=42&min=250&max=300&N=500/fddbe7db-1417-4712-aae2-388c64307dbe,0.98
labeled_algerian,ومنطاق كنك نقول لك را نقول لك تلاتة لحساب، ولكن هاد الحساب را أيضا نقدر نتحط فيه وسائل الأداء، ولكن مقطرين، شني وسائل الأداء؟ وسيلة الأداء مثلا هي لكارت، اللي في المريض كان عيطوله لكارت جيش، لكارت دغات را يفحق يقرأ لكارت يمكليك تتأدي بيها يمكليك تخلص بيها، ونمكليك تروت تيبيها في في شي جيش، اه دوك هادي وسيلة من الوسائل للأداء، هذا.,كتقوليك غيمكن لك تحل الحساب ولكن هاد الحساب راه ايضا تقدر تحط فيه وسائل الأداء ولكن مؤطرين شناهي وسائل الاداء وسيلة الاداء مثلا هي اه في المغرب كنعيطو لها ولا هي في الحقيقة را يمكن لك تؤدي بها يمكن لك تخلص بها ويمكن لك بها فشي اه هادي وسيلة من الوسائل ديال الاداء هاد,27.45,quantumpuls3/Algerian-STT-Cleaned-V5/seed=42&min=250&max=300&N=500/281b90a9-b97c-4a13-8bcb-973c74454023,0.8333333333333334
labeled_algerian,عاد بالحفيظ دوزي. بدي أقولك دوزي ولا عاد بالحفيظ. عاد بالحفيظ سبي زاد تيمو. صفيك حفيظ. علعتك مجموعة من الأخبار وغاتني فيالي ولا تأكد هالي. صفي. كنت لقاف لغيزو السوسيو طلبات ديال المعجبات لأن حفيظ تجيوش بيها كان بغيك. ايه كلك تجيوش بيها. غادي نضمن قال فنانك شو رايت. عادي. كتوصل لك. معجباتي سفتولو يعني كيبرو الحب ديالهم. أمه.,عبد الحفيظ الدوزي بغيتي يقوليك دوزي ولا ولا عبد الحفيظ لا عبد الحفيظ صافي راك حفيظ عنعطيك مجموعة من الأخبار وغتنسيها لي ولا غتأكدها لي صافي كتلقى في الطلبات ديال المعجبات انه اه حفيظ تجوج بيا كنبغيك كتجوج بيا غادي نضن كاع الفنانة كيعيشو عادي يعني كتوصلك المعجبات يصيفطولو يعني كيعبرو على الحب ديالهم,29.15,quantumpuls3/Algerian-STT-Cleaned-V5/seed=42&min=250&max=300&N=500/aeccc0aa-f8ef-48d5-b65a-47cdbe19038d,0.9074074074074074
labeled_algerian,"اللي بينا زيارة آخر الكوحتة السنين. أو أكثر. أو أكثر. فبالتالي, بستبين الإنسان. بستهدم المنظومة الأخلاقية دي. لو سأل. سأل جدًا. سوق له. الحرية والإسلام جاء. طب اليوم كلف قه حركات إسلامية. مقتنعين باللي بيعرف. يعني مقتنعين بالكفر. هم المفبار هم مش مشي كفر هم الخالد. ولكن المنظومة هي دي الشيطان.",البناء ديالها غاياخد لك واحد تلت سنين او اكتر او اكتر فبالتالي اه باش باش تبين الانسان باش تهدم المنظومة الأخلاقية ديالو ساهل سهل جدا يعني تسوق له الحرية والاسلام جاء دابا اليوم كتلقى حركات اسلامية مقتنعين بالليبرالية يعني مقتنعين بالكفر هما مفخبارهمش وماشي كفار ولكن المنظومة هي ديال الشيطان,27.3,quantumpuls3/Algerian-STT-Cleaned-V5/seed=42&min=250&max=300&N=500/3d9da528-3a72-4403-92ca-a7016fa51d1f,0.9
labeled_algerian,تعريف الإلكتروني إذن نجيب بتقروتة القديمة أو القديمة سير بدل بتقروتة يعديش ياخذ الرهن. زين، هادو كلها هاي تقولي. تحمل عنوان سكن، موضوع الرهن، إذن هالبتقروتة يعدي فيها سكن، موضوع الرهن، أو شهادة إدارية تشير إلى المدة الفعلية للإيقاف. إذن ماشي غي شهادة نوكيا، لا ماشي غي تيسكون، هاداك تيسكون فهاد الملاصق.,تعريف الإلكتروني اذن غتجيب لي البطاقة الوطنية القديمة سير بدل البطاقة الوطنية عاد تجي تاخد الرهن مزيان هادو كلها موضوع الرهن اذن ها البطاقة الوطنية عندك فيها سكن موضوع الرد او شهادة ادارية تشير الى المدة الفعلية للإقامة اذن ماشي غي لا ماشي غي تيسكن هادا كيسكن فهاد البلاصة,26.9,quantumpuls3/Algerian-STT-Cleaned-V5/seed=42&min=250&max=300&N=500/882931af-0f35-4d9a-b885-25061c92bf99,0.7142857142857143
labeled_algerian,"assistant [{""Start"":0,""End"":29.6,""Speaker"":0,""Content"":""يعني، وبرادك شدي تحس إن عملية الأيد غضه دراقيه اللي بصحى من زيانه، فبجيك كأنه عملية الأيد تتسكون من زيانه. هي المتابوليزم. المتابوليزم. مم. ممكن. إلى كان عندك سالينغ نيو مناقص، المتابوليزم جالك غلطتي. غمشيوا الحاجة الأخرى الفايدة ديالها، الوزن. الناس تتشكون من زيادة الوزن وتقول أنه الجسم جاله ما يتجاوزش النني. ما يتجاوزش. ما يتجاوزش. يعني عندك مشكلة في عملية الأيد. ما يتجاوزش. ما يتجاوزش. ما يتجاوزش. ما يتجاوزش. ما يتجاوزش. ما يتجاوزش. ما يتجاوزش. ما يتجاوزش. ما يتجاوزش. ما يتجاوزش. ما يتجاوزش. ما يتجاوزش. ما يتجاوزش. ما يتجاوزش. ما يتجاوزش. ما يتجاوزش. ما يتجاوزش. ما يتجاوزش. ما يتجاوزش. ما يتجاوزش. ما يتجاوزش. ما يتجاوزش. ما يتجاوزش. ما يتجاوزش. ما يتجاوزش. ما يتجاوزش. ما يتجاوزش. ما يتجاوزش. ما يتجاوزش. ما يتجاوزش. ما يتجاوزش. ما يتجاوزش. ما يتجاوزش. ما يتجاوزش. ما يتجاوزش. ما يتجاوزش. ما يتجاوزش. ما يتجاوزش. ما يتجاوزش. ما يتجاوزش. ما يتجاوزش. ما يتجاوزش. ما يتجاوزش. ما يتجاوزش. ما يتجاوزش. ما يتجاوزش. ما يتجاوزش. ما يتجاوزش. ما يتجاوزش. ما يتجاوزش. ما يتجاوزش. ما يتجاوزش. ما يتجاوزش. ما يتجاوزش. ما يتجاوزش.",داكشي تيحسن عملية الأيض غدة درقية لي بصحة مزيانة انه عملية الايض تتكون مزيانة هي الى كان عندك ناقص ديالك غانمشيو لحاجة الاخرى الفايدة ديالها الوزن الناس تيتشكاو من الزيادة ديال الوزن وتيقول انه الجسم ديالي متيتجاوبش انني او متنهبطش يعني عندك مشكل في عملية عندك مشكلة,29.6,quantumpuls3/Algerian-STT-Cleaned-V5/seed=42&min=250&max=300&N=500/63a02eb2-eaec-4aab-acd7-4790acde4ad9,3.404255319148936
labeled_algerian,من أنا بشروح حتى يزيد يغدي وتعطينا نوع آخر ديال الرغاجي وجبة كاملة كلشي كلشي نقدر ناكلها فيها الألياف فيها فيها الحديد فيها يعني الفيتامين سي حضرت شوية شوية ديال الحامض الفيتامين سي من دخلت في الحامض هادا تن تن جين صب تن صبوة تنزي شوية ديال الحامض إذا الفيتامين سي ومنا كنعملو معنا خبزة تحجية هادي وجبة كاملة إيه,من هنا باش الامانة باش تروح حتى يزيد يغدي وتيعطي نوع اخر ديال هادي وجبة كاملة كلشي كلشي يقدر ياكلها فيها الألياف فيها فيها الحديد فيها يعني الفيتامين شوية ديال الحامض فيتامين تنمشي نصب تنصبوها تنزيد شوية ديال الحامض اذن فيتامين وما ناكلو معاه لا خبز لا تا حاجة هادي وجبر اه,29.1,quantumpuls3/Algerian-STT-Cleaned-V5/seed=42&min=250&max=300&N=500/3360c6e0-b4b0-4adc-a1bd-82215c1e35ed,0.7692307692307693
labeled_algerian,"c'est le le le kiwi, là-haut, tu sais, j'ai dit, ouh hada li fihim bien, qadran dirouha haka, w la t'hemdou d'ibchi bhou haka, la bghina n'tiho l-khdam, w la bghina n'maksew halew mta7 haja. like Ça, c'est le coup de cœur, c'est les graines de chia, et mafihom, bghit tounes toudou l'essence. Li yani ma3ndouch mouchkin, tounes toudou chouya l'essence, w l'kndek rihli bila kan t'hemm3 tmaro lma3. بارك رايكم لبناني وركيب لبنانية Eh مُسْتَجِيبٌ Ah C'est la même chose, le coton de fil, il y a le",ها هو وتيجي لذيذ وهذا اللي فيه مزيان نقدرو نديرو هاكدا ولات تنعملو هاكدا الى بغينا نديوه للخدمة ولا بغينا حالهم تا حاجة الله يعطيك الصحة زعما فيهم نقدرو نزيدو تاع السبت يعني معندوش مشكل نقدرو نزيدو شوية العسل ولكن داك الحليب الى كان مطحون مع التمر ولا مع عود تا الى معندناش نقبطو طريف ديال,30.0,quantumpuls3/Algerian-STT-Cleaned-V5/seed=42&min=250&max=300&N=500/277707f4-90c0-4659-bdff-5ced3ab1ba6a,1.5892857142857142
labeled_algerian,في النت، في النت، في النت، في النت، في النت، في النت، في النت، في النت، في النت، في النت، في النت، في النت، في النت، في النت، في النت، في النت، في النت، في النت، في النت، في النت، في النت، في النت، في النت، في النت، في النت، في النت، في النت، في النت، في النت، في النت، في النت، في النت، في النت، في النت، في النت، في النت، في النت، في النت، في النت، في النت، في النت، في النت، في النت، في النت، في النت، في النت، في النت، في النت، في النت، في النت، في النت، في النت، في النت، في النت، في النت، في النت، عدوك شنودن بهم دوك الأطفال ما اختاروش، علاش منين يكبدوا يبدوا يتعارفوا من راسه أو يبدوا ي... لا، خلص الإنسان. وأنتي كيف كيشوف لي غازو سوسيو مونو؟ ما جدو لين قال لي بأن ما كرهاتش.,انا ضد حيت بحال لي قلت لك اولا الحياة الشخصية را حياة شخصية وعاد زيد كيكونو اطراف خرين لي تاهوما ملي كيكونو اطفال دوك شنو دنبهم دوك الأطفال مختاروش علاش منين يكبرو يبداو يتعايرو فالمدرسة ولا بداو لا خص الإنسان ونتي كيف كيجيك منى مجدولين قالت لي بأن مكرهاتش,25.4,quantumpuls3/Algerian-STT-Cleaned-V5/seed=42&min=250&max=300&N=500/cc47f743-a139-4c96-a0bf-4bc21fe92b28,2.857142857142857
labeled_algerian,هو مالي بايونر ديل ديل ديك الحرام يصير يطلب بنادم كيكون مريض كيسلف ليه مساج كيقول ليه شني هي الحاجة أنا باغي نتحفز أنا نيت على المونتري. حفزني بشيء. يودي على شن حفزك. حاول تلقى هادشي معلومات وانت محتاجها. معلم حاول تلقاها. أقل كوالتي ديزي فورميشن للأسف أنا كنقول للأسف غاتلقاها باللغة العربية للأسف كنركز على للأسف استغليت هادا. أحسن كوالتي ديزي فورميشن غادي تلقاها بالإنجليزي.,هوما ديال ديال داك بنادم كيكون مريح كيصيفط ليا كيقوليا شناهي الحاجة انا باغي نتحفز انني نتعلم حفزني بشي يا ودي علاش حاول تلقى شي وانت محتاجها معلم اه حاول تلقاها اقليتي ديال للأسف انا كنقول للأسف غتلقاها باللغة العربية للأسف كنركز على للأسف سطرني تحتها احسن ديال غادي تلقاها بلونقلي,26.2000625,quantumpuls3/Algerian-STT-Cleaned-V5/seed=42&min=250&max=300&N=500/e6b03c57-fc45-4aaa-ac1d-4a22a3ee1a14,0.8823529411764706
labeled_algerian,وهذاك سيدي مغازيني وثلاثة ديال طنوبينات لفوندر، بعد كانوا مساكن لـ لـ لـ مارشان أومبلو، كانوا دخلو ليه واحد كنز. مش كنز، هي كنقولو نروح لـ آه، لا في الخر دوب النهار، ليش؟ هي تقولي نا كنخدمو بنهاار شيفت ديال النهار، وشيفت ديال الليل، أنا ما كونش متيق بـ إني وصلت لهاداك المستوى، وفلوس كثيرة كتدخل. شوف، را سـ سـ نوردين، را كنقول لك مع مرمي شـ الصالير ديالي، اللي كنت كنشد فـ الشركة الأولانية، وحق الله العليمي كنت كنديرو من اتنين الخميس.,كيكون عندك مفهوم لأن كلشي فاهمو نتايا داكشي كاملو عارفو عارفو كل حاجة كيفاش خصها دار كل حاجة كيفاش كدارونجي مغاديش تلعب داك كيما قلتي داك الدور المظلومية انه حنا ماعطاتناش الوقت ولا هادشي مزيان فهمتي حنا الدراري اللي كنا دايرين حنايا باش نخدمو را مكناش مكناش كنحلمو اننا نكونو فهاد دابا فهمتي كاع,29.8,quantumpuls3/Algerian-STT-Cleaned-V5/seed=42&min=250&max=300&N=500/2b895c45-3a06-447c-b432-ade7a82503d9,1.5185185185185186
labeled_algerian,من صعب ولا هالتكنيه ونعرفه كيفاش غزات العلم في هاد الوقت الوجيه زغيتانا. شكرا للأخت سمير على الاستضافة. خصنا نعرفه باللي تكنيه التردد الحراري هي فرونتات مساع لجراحة لسببين. السبب الأول هو سبب عيني مات، والسبب التاني هو سبب مجتمعي كيرجع للمختن اللي تخلقت فيه هاد التردد الحراري واللي هو,نتعرفو على هاد التقنية ونعرفو كيفاش غزات العالم فهاد الوقت الوجيز جدا اه شكرا الاخت سميرة على الاستضافة اه خصنا نعرفو بلي تقنية التردد الحراري هي فرضات نفسها على الجراحة اه لسببين السبب الاول هو سبب اه علمي مات والسبب الثاني هو سبب مجتمعي كيرجع المبطن اللي تخلقات فيه هاد التردد الحراري واللي هو,28.65,quantumpuls3/Algerian-STT-Cleaned-V5/seed=42&min=250&max=300&N=500/5b6a376b-f52c-4ca2-b23b-a4321200957a,0.5740740740740741
labeled_algerian,كنت هتاكل مرات أكل وكتقولي عندك ثقة في نفسك إنك تديري أي حاجة. لو وصلت لحد الحاجة، فانقدر نوصل لحاجة أخرى. يعني أنا رادش بزاف كحوي الزوين. وهذاك اللي وصل بس في اتنين بس حس مُحْسِنٌ يعني اتنين قلوا هادا بزاف جايين هنا اتنين اتنين بس في اتنين هيا شو هيا شو هدا يعني يعني راه ديكشي ديكشي وصل ليه لخرم كتر نوصل ليه، ديريز ناتينغ بوسيل، إمبوسيل كيماشي يقولو مراتنا، وتشوف فراسك هو هو الكي. ولكن شوف هي هي كشموه كيكون شاف فراسه ولكن كتشير لتشقة,اذا كان النظام المالي الاقتصادي ماشي اسلامي القوانين ماشي اسلاميين وبزاف د الحوايج اللي ماشي اسلاميين فميمكنش الناس تجي فلخر طالب انه ميكونش لواحد علماني راه اصلا نتا ملي درتي هاد الاسس اللي هوما كيتحكمو فينا كبشر ومادرتيهمش اصلا انت بديتي الماتش لبسة وحدة اخرى,30.0,quantumpuls3/Algerian-STT-Cleaned-V5/seed=42&min=250&max=300&N=500/a2a3c135-e2f5-4cce-afa5-6dec9e292b70,1.8888888888888888
labeled_algerian,ما كاينشي بلاصة لي ما تنخولها وما تسمع أنا مخربة. آه، ولا تانسانبول ديال، ديال، أولًا ديال التمخربة ديال كأصل ديال نحنا كغربة، ثاني حاجة ولا تانسانبول ديال الفوز. أها. يعني ولينا نسمعوها في ال في ال في المومون ديال، ديال، ديال، ديال فوز المنتخب، فوز المنتخب أو فوز ديال أي حاجة ولينا نحتفلو بها الأغنية. الأغنية خرجت 2009. أها. آه، 2009، 2023، نرى.,مكاينش شي بلاصة لي متندخلها ومتنسمع انا مغربي انا وانا ديال اولا ديال تمغرابيت ديال كأصل ديالنا حنا كمغاربة تاني حاجة ولات ديال الفوز يعني ولينا ديال فوز المنتخب فوز المنتخب او الفوز ديال اي حاجة ولينا نحتافلو بهاد الأغنية الأغنية خرجت فألفين وتسعة اهاه اه الفين وتسعة لألفين وثلاثة وعشرين راه,29.05,quantumpuls3/Algerian-STT-Cleaned-V5/seed=42&min=250&max=300&N=500/6df8d9ec-e526-4bd5-ab71-46d5ad9646c8,0.9615384615384616
labeled_algerian,هه، ارتكب سيد رامسي نعم ده. التحت ليه في رأسه، التحت ليه في رأسه، صار في قراراته الماتريكس، بدك يحس بيها، ما زال في الأول في شيله واحدة كده تود، أنا أنا أضيق الوضع فمشي، أنا مع موريك ماشي كونتر ما تسيش حاجة بلاك سان، أنا أضيق الوضع فوليكين، بغيت شريني أكيد على الضرر اللي جوتيه إنه الويب نعمة، صراحة نعمة كبيرة كان يشوف فيها، عطانا واحدة حرية. لـ Mars هي أنا استقبلت قلت لك اللي عملي فس دروس كسرت 20 دولار,ملي كتكون فسن العشرينات ولا العشرينات ولا قبل العشرينات بداية الثلاثينات كتكون ديك ديك اه الحرارة حرارة الشباب انك باغي تغير العالم باغي دير باغي بغا يتحقق باغي تغير المنظومة لي عايش فيها ولكن مع وقت كتولي كتفهم كل ما فهمتي كتسكت كون ما فهمتي كتعلم تسكت,30.0,quantumpuls3/Algerian-STT-Cleaned-V5/seed=42&min=250&max=300&N=500/46179931-9ceb-4f2e-ae65-dca9b4d3c705,1.7234042553191489
labeled_algerian,بيها دخل ديارك. أوكي. المهن كان كاين فيهم فلوس. الحجر في دابا كاين في الفلوس. هنا عندي نزاع وقع على على الرملة، شو بدي يلي بحال الرملة، اللي كتمشي كتسيارة هي فلوس. يعني فلوس كاين في أي أي بلاصة شفتي فتحت فيها عين كان كاين الفلوس. ولكن كاين انتا شنو هاد الدبط وانتا,بها الدخل ديالك اه المهن كاملين فيهم فلوس الحجر دابا وراه كاين فيه الفلوس انا عندي نزاع واقع على على الرملة ديال البحر الرملة نتاع اللي كتمشي كتجلس السيارة فهمتيني يعني الفلوس كاينة في اي بلاصة شفتي طاحت فيها عينك را كاينة الفلوس ولكن كاين انت شنو غادي تضبط ونتا,26.15,quantumpuls3/Algerian-STT-Cleaned-V5/seed=42&min=250&max=300&N=500/e4434598-1036-4a49-9d0f-a55d279d90e2,0.7
labeled_algerian,الوقت واللعبة بتتسمى تفراجينيا، هتغير في الكود تغيير سكيل دي الأنتيجين اللي فوق من الفيروس، وبالتالي تقول لي فيروس أه، يعني هو هتكون ده وسيلة إنفلونزا قبل أو تكون ملقح منها العاملة فات، راعي العاملة وراعي الفيروس فيكون ترى ليه تفراجينيا وصوب أنتيجين مختلف، وبالتالي منع ديتكم ما تعرفش الفيروس الجديد كده تقع عقل على القديم، هذا علاش كل عام كتصوب ليها لقاح اللي كيكون مصوب بطريقة الكلاسيكية يعني فيروس ميت أو لدعيه أو المركفة. بالنسبة لكورونا، بينت الدراسات عليها أن الطفرة,اه هو انه اه للاسف وهضرت عليها بزاف اللوين هو انه صعيب صعيب ولات صعيبة بزاف تهدر بواحد الطريقة ايجابية وانك تحاول تحلل المواضيع بواحد الطريقة ايجابية انك تختار واحد المواضيع اللي ماشي كلشي غيبغي يهضر فيهم فهداكشي علاش الحلم المغربي بحد ذاته عندو حلم مغربي فهمتي,30.0,quantumpuls3/Algerian-STT-Cleaned-V5/seed=42&min=250&max=300&N=500/12a11d0e-da6e-4c17-8540-df1e4e9d3891,1.702127659574468
labeled_algerian,من شديت ترى شارف الله يسمح لي داكشي كاتلقاني لغاج عندي مع شحال يشرب واي شارف تقريبا قولت لاتينه Okay بما أنو بالنسبة لي را شرف، اللي كان منو بالنسبة لي من العمر ضاع يعني، ضاع ضاع ضاع. أما تقول والله غير هادشي اللي باقي يدوز فطاعتي هي اللي على لو عسى أنه غير سيد ربي يرحم داكشي اللي فات. Okay أما الله يكوي بالرسول داكشي اللي فات شن بدي بيسي، شي دي بيسي.,انا شديت الطريق شارف الله يسمح ليا داكشي لي كتلقاني عندي مع بحال هشام واشارف تقريبا قول تلاتين عام اوكي بالنسبة ليا راه ملي كان بنادم بالنسبة ليا العمر ضاع ضاع ضاع نطلبو الله غير هادشي لي باقي يدوز في طاعته لعل وعسى انه غير سيدي ربي يرحم داكشي لي فيه اما ديال داكشي لي فات ماشي,27.7,quantumpuls3/Algerian-STT-Cleaned-V5/seed=42&min=250&max=300&N=500/160bebca-28e3-4759-accc-b8cc764b05ba,0.8596491228070176
labeled_algerian,والإناث أنا كاتخال أمتا هي كاتخدم على عيلتها كدرت سمراء كيموت بها كيجي واحد من من شيوخهم من نتبت أنه واحد ذكر يجي يقلب عليه. الحنايا كيرجيو شوف الأسرة النووية. في هالابو الأم داتي ما كيعرفوش تبع ديهم. نقلبو على داك الشخص اللي هو ذكر اللي غادي يجي يدخل فدك الآباء داك. كيراديو يروح للوادي. نعم هادو إشكاليات هادو إشكاليات واقعية. أم معاناة.,والاناث انك تلقى الانتى هي كتخدم على عائلتها كضرب تمارة كيموت باها كيجي واحد من من شي قنت بمثابة انه وحيت دكر غيجي يقلب عليه الآن حنايا كنعيشو في الأسرة النووية فيها الأب والأم داك مكيعرفوش تا بعضياتهم نقلبو على داك الشخص لي هو لي غادي يجي يدخل فداك الأب هداك كي غادي نحلو هادي الحمد لله,28.95,quantumpuls3/Algerian-STT-Cleaned-V5/seed=42&min=250&max=300&N=500/c2fe6546-ce6e-4f9d-8406-b0402948a17a,0.8245614035087719
labeled_algerian,من الوحش نو كيس والداخل فمثلا واحد كي يلا تجول تقول تقول تفاد الحقبة غي شوف مثلا هذا كلي غربي كيتصور فهمتي ميس كلاي والمسائل كريستيانو رونالدو وهادو غي جي لنايا غي بلّي واحد فهمتي زغب زا ومشي شو فهمتي فا ووو تقول ماشي هاد الكلمة ديال زغب زا وشوف سبقت سطاي حبيبي هاد زغب زا,من الواحد شنو كيسوى لداخل فمتلا واحد يلاه تولد ولا تولد فهاد الحقبة غيشوف متلا هداك لي غربي كيتصور فهمتي والمسائل كريستيانو رونالدو وهدا غيجي لهنايا غيبان ليه واحد فهمتي الزغب بزاف دابا نتا موجد هاد الكلمة ديال الزغب بزاف واش صدقتي طايح فيا هاداك الزغب بزاف,25.1,quantumpuls3/Algerian-STT-Cleaned-V5/seed=42&min=250&max=300&N=500/2bebbba3-7cb9-47fa-9fdb-b8752a5e2915,0.8936170212765957
