Reference,Prediction
اي دونك فوالا دونك بدات غاديكا و من بعد طورنا بالشوية بالشوية اي اون ا ديسايد دي بوستولي فال اوست بري انكوباتور فمة برشا مابين لي بارون الي يقول لولدو لا كملي قرايتك خوذ ديبلومك و بعد برا مشرع على روحك و اعمل مشاريعك بالنسبة,إيادغفلا دتغدك أُمضعد تورنا بشيب شاياء ي ون دسديد بسليف للوي استبقِي عنْكبدا - فوم برسنُ بنْ لبرون ليقولِ الوالدوليكمانْ لقرائة الخذدِ اللومُ كُنبرءد برّة مشرة على لروهب عنَ المشهريع بالن
علاش علاش طال الانتظار على خاطر سي دي قرو بروجي,عَل الشََّل الشَّرطَالَا الانْسِذَارَ لخَتْرْ سِدُغغوبِ خُجِيء
علموهم و الديهم التجارة,علمو الجيوم تشارا
و كيما كان يتعامل مع المنجي و السفر,وكيم كين تعاملٌ مع المنج والسفر
قالولهم لكلنا ليها و هاذا امر ربي و سنة الحياة,قلولُم الْكُنَّا لِهَا - ويَبَا أَمْر رَبِّ سنُةَ حَياتِ
قالوا يا محمود,الويمحمون
يركركو في التاي ولا على بالو,إي لك كْضتي هو دعلى البل
تبسم محمود و قالوا عندك افكار هايلة يا وحيد,اتبس محموت وكلوه عند كفكار هي ليحيت
و من لا عنده فضة فعنه الناس منفضة,وَمَنْ لَاَ عَنْدَه  فَعَنْه نَّاسوفَضَّا
و في وسط البيت فمة كرسي,وَفِي وَاصْلْبِي ثّم كُرسِي
و بعد ما سترجعت كل شيء,وبعض مسرجعت كل شيء
و يرا في كي العظروت قدام الباب,برأسك العبرود قدم البه
قلتلها يامي زايد انا قررت و مرة باش نخلق,قتلا يَوم ين زيت- أان قررت ما باشنخل
يعني ميسورة الحال,يعْني مَيسور تالحاء
و انا هزتني السرحة و البهتة و ما ني ش مصدقة ولا مستوعبة الشي لي قاعدة تحكي فيه ها المراء,منا سدْنِي السرحة والبهت ومنْ اسمْ صدْق ْا لو م سْتوعب الشّيءِ لقادَ تحْتي فيهَا المرأى
المراء من القيتهاش لا في الارض لا في السماء,لم رهم القتاس لفي الأرض لفي السميع
وقتاش خرجت,باسخرج
اسمي مهدي,ااسمي مهت
ما فماش عركة ما كنتش موجود فيها,مَا فَمِعْت عَرْكَمَ كُنْتُم َوزُودَفعَ
يعملو فالحس و يقلدو في اصوات و يضحكو و يفدلكو,يَعْمْلُ فِي الْحِسْوِ قَلْدُ فِي أَصْوَاكُ يَضْحْقُ بِفَدْلكُو
قلتلهم انا,قُْتَلْهُْ ميَنَى
فمة حاجة لولاد اي كيفاه ما نعملوا شيء ما نريفزوش ما نتحركوش,مَحَازَلُ الإِينْ - فَكِفَيَا مَنْ عَمْرُ سَايّ مارَيذيوسْ مَنَد حَركوْ
كي تبدى حاجة سورتو تحبها فمة بروفات راك تتعب تعمل افور لين تفد,تبدسمطلاح زن بروفترك تتعب تعم الإفور تم لفري فد
عملت فيه الي تتخيلو رحلات عملنا و مشينا للجنوب,عْمَلتْ فِيهِ للِّي تُدْخَيْلُ- وَرَحْلي تْعْمَلْنَا ومكْنَ الْجَنُوبُ
و نظمنا مهراجانات و نظمنا دي اكسبوز متاع فوتوغرافي,ونظّمن مهرج عنية نظّمن دزكسبوزيهم طعف تغرَفي
قتلو باهي نمشيوا اكاهو مشينا لتونس نحوسوا مشينا للمرسى درنا,وتلوبييبشين تونسنحاص بين المرسدرناو
راسك باش يتكسر دونك اكلي تبدل شوية مع صديق سي بيان كهو مشيت بحذا صاحبتي حكاية جمعا يضهرلي مال بيريود دي,رسك شِتكا السرددون ولبدّ لاشوهيا مع صديق سبيا كهومشتل بحذ صحبت حكيد جمع يظهر لم البريودري
هاذيكا مريقلة معناها تخليني ديجا نصف الليل ولا ماضيساعتين نبدا بالصيف نرقد,هذيك أبريغ ل عن يدخلينه ذجان الصليل ولمسععتين ابدب السيف ن ولقطما
نتفكر سيشن ما خرجتش جملة من الدار جملة اربعة شهور,كرسسيون مخرجت الجملم الدار - جم ل أرب ع شهور
بجنابهم فال ليسي الور كي شنيا بريميير شنيا باك صاي لازمك فيسع تبدى تحضر روحك ديجا,زجنابن فلالفلس الأركشنبراميشنباك سيرةة مكفيسةطحةضلراعك وقتدجاء
انا بالنسبة ليا هذاكة ال ماث يا ولدي وحش ماث و هذاكة شنحب نعمل فحياتي انا علاش باز,كان بن سبليه ذاك الماب يتي وحشمات ذكش الحبناء فحيث إنا علشأع بزع
ما حكيت هكة مع البروفات متفاهميش مش,م مأحكيت هك مع البروفيت مسمت
ايا كيفاش باش ندبر ال بروف دونك بالحق ما اسهل يمكن ميتود,أي كفاةتندابر البروف دوغبالحقمة أسهل يمكن ميتون
اكثر شوية من العام مش برشا بون سا ديباند من العبد عالاخر معناها سا ديباند عالاخر عالاخر فمة عباد ما يهمهم ش,أكش و يمرعام مشبورشا - ب سادبم العبد ع ار عن دبه على الخرة على الخبنة بضمه مهمتش
و كانوا صغار هاذم معنتها يتجنبوه,كينُوا ازْخارَهذمْ عَتَيْ جَنبو
و الي هيا خدمتك اكا المليون الي تاخو فيه نقولو مثلا تصرف في,له خنتك كالمليون لتخفيه نقل مثلاً تسرفي تسعامين
عال اسيتس و ليابيليتيز و اكتيف انكوم و باسيف انكوم,عل آسد ولا يبيلتي زو اكتف إنكان قسف إنْ كرنْ
ال رياكسيون متاع لعباد الي قرابلي نورمال,صفيلك  آللغيكس أن تالعبيد لقراب لنرمال
كان انا نخلي بنتي نهار كامل و هيا شادة فال انفلوونسوز هاذيا هاي شرات ال ايفون كاتورز,كان الخلبنتِ ناريكيم لوي شد فنفونسوسذي هايشرت للفونكاتو
دونك فمخي انا كايني ولات صالة متاع تياتغ الي هو نشوف فيه عالركح,دوك ففينكين و التسالم تهتي طاعم ضنش فيها الرقح
كيف شنوا حددلي ممثل و لا كوتش يقلي لا كوتش نقلو تحب الش هاذا و نشوف فيه الي هو انت تحب شفت روحك اوكي فازي هاو كيفاش تعمل,لكيف جن حدد ممثل ولا كوتش قلى ليكوتش قل تحب الشيهذ شوفيه لو أن ت شفتروحَغ أوكيفزي حوكيفي الشترع
هاذا مع انو المجهود الفردي ما هو ش كافي يلزم الدولة تتحرك و,هيذ معأن المجهود الفارج مه اشكيفت للزم الدولة تتحاركوا
سي فريمون معناها التوعية تبدا من برشا حاجات و فمة حاجات ديجا عنا منهم مي جوست حاطينهم في مخ,سفغ مو توعي تبدم  برش حرد فمحريد ضجاء عنا منهم  مَجزد حتِّن في اتيموف
معناها يل سانفيلتر هكة و لا هكة فحياتك كي تو ني فوي با,معْنِعَ إيسرَنْ كيدْخَك ولَاهَكَ في احيتِك ممْ كتْش الجايُولباء
كونتكست متاع الي صاير فتونس مع التوانسة السود و المهاجرين الافارقة جنوب الصحراء,كمة التونس مع طونس السود المهز لأفرقجنو بالصحراء
هل يكفي اليوم انا نقولوا الي لا راس ايست يون كونستركسيون سوسيال و نعملوا قانون يجرم العنصرية و الا لازمنا نكونوا واعين,هَلْ يَكْشَي الينْ قُولُوا إل لغَاسِةٌ كُنك سَسالٌ ونَعمْلُقَىنُونٍ جَرَم الْعَصُورَياء وإِلَا لَزَمنَى كُونُوا وَعْنيد
على على الاستعلاء الابيض نسميوه لي سوبريماسيزم بلان الي هو ليوما,على على الاستعليء الأبي ةتن سمه للسبخم سسم بلو لهو اليومة
كي يحكيوا على العرق مش خاطرهم فرحانين لي فمة مازال فمة فكرة العرق ولا,ك يحكيوع العقب ختر فرحنين لفم نزيل فما فكر العرق ول
كان يون بيرسون ايست نوار كي انسان يبدا,أقمت م ْبخسنِ وعكن سين إبدا
و العنصرية و الابوية لي سكسيزم معناها سا سي سي تري كلير,وَالْعَنْصُورِعيَاءُ وَلَّا وَالْأَبَوِيَة لُسَكْسِزْ عَنْ دِْ دْخِ كْلِيَةِ بهْ
من نوع من لوبريسيون راهو ساعات تجيب وبريسيون ما اقوى,من نووع من اللبخسش روس عاد جيكوبرسو م أقوى  هضية هي الفكرة
يحبوا يوليو عندهم دي فورم دايور الي هوما مش,الْحَبِّ وَلْوُ عَنْدُمْدَفَاهُم لَوْؤْدْيَغْلِهُمَا آمُْ
نحتلوا نستعمروا بلاد الي فيها اكثر تقريبا اثناش مليون مواطن,نحتل و تستعمر بليتس أن ألفها أكثعي تقريبا أنشميوناأ
ا لابسونس دي ريقلمونتاسيون و عدم تطبيق القانون و كل,أعاد لبصوست خجلم لدسا وتتمعدم تطبق القانون والكلد
معناها فمة واقع مرير الحقيقة لي يعيشوا فيه هوما الناس,عنَعْ فما ويقععَ بذي البحقِق لا يعيشُ فيهم دنَيا
كلنا عنا نفس الحقوق و الواجبات و كل راهو مش الفايدة يكون عندك الحقوق و الواجبات هاذيكا كهو في القانون الفايدة زادة تتطبق الفايدة كتخرج طفلة توا للشارع فتونس,ن عن لحقوخ الويجبيد و كل ره مشلفيدكون عندك الحقو قلويجب دذك الكهو في القانون الفيدةزدة الطبق  الفدك لتخرج الدفلة ولشرع فيطونسا
كوجينة و كل نحاولوا نقضيوا حاجات كيف كيف زادة مال لوكال ماركت غاديكا و نطيبوا نحنا,وجينأكل نقر حالون نقدير حجعة تيفكيسردمفمكماركية تحديكة كنطيب أحمادا
هو سي بيان انا ندللوا رواحنا و كل اما ديما خمم حاجة كي باش تاخذها ايس كي هاذيكا انا ريلمون,وشهدان أندـلّالويحنة كل مجمه خمم حجِك ب استخذاسكيهدـك إن ارهـيري الموم
يكونو ناتوريل و انجموا هكاكة معناها,أإَكونَ إن الشُغال نَج حَكيكاً عريها
حتى كيف نمشي نقضي بار اكزامبل من لي قراند سورفاس,حتّى كيف نمشِنَقد الفعيزة كلملغون شخفاش
سامتايمز لايك يجيك معناها نهار ولا ساعة ولا وقت تقول نحب,ْسَمْتَعَمْضْلِ كِشِيكْ وعَنِهَا نْهَارُ وَلَا سَّيَعَةِ وَلَا وَقْتَتْ قُولِ الْحَبْم
تدخلوا تعملوا دي سبورت باش تعرفوا رواحكم انتوما شكون,دخْلُ تَعْنُدسبوغْ بش تَعَرفَيْوحْكُمْ تُمَشْكونَ
راهو الدنيا ما توفاش فال باك هو المشكلة الي يقلك الي الدنيا الكل معناها تكمل تعدي ال باك و ترتاح ماكش باش ترتاح خاطر باش تبدا ال اورينتاسيون,لو الدنيبتفش الباك هو المشكلة قلك للدني كل معن إتكامت عت الباكو ترتيح مكش اشترتيح خذ ارسدل ويمطسون
ايز اباوت موفمون يتس اباوت شانج اني الناس الكل تتبدل في الدنيا انو برشا حاجات يتبدلوا دونك,زبوت مفمنت أزباتتشينش ين النس كلتت بردالدنيا أن برش حاجتد باتلو دونغك
ال باك و يبدا يعطي فيك هكة ينظر عليك بالحق كل عبد,لباك يبدي أعصفيكها كي نظهر عليك والحق كل عابد
ما عمري ما طلعت على ثلاثة و نص فال ماث و انا باك ماث و تصوروا معناها انتوما,ما عمِري مطلعط عالتل ونُص فالماتْ  إن باكمات أصاورُ معنهَة أنْ تمون
كيف كيف ال انرجي درينك نتذكر نهار,كيف كيف الإنجيج رينغس نذكرنحار
قلت الي بالحق اي واز سو ساد و حسيت روحي هكة ايم ستوبيد و انا ايم دامب اند,بالحق أي أي والسو الساعاد حسيدر حيهك ة أم استوبدو أن عمدام عن
فوكست اون ليميت متاعكم اون لي فاي الي في مخاخكم,فوكست آن لمت  سمطيعكم نلفايي لشمخاهكم
استنفعتوا بحاجة كان عديتوا ال باك و سمعتوني رجعتلكم برشا ميموريز اي ريالي,نفعةُبحاك عديت الباك سمعتوني رشعتكم باشا مامريز أيريضي
يو قونا لايك بي سوبورتد من اللول سورتو خاطر,يوغاننيك بسبويطد لو صقت الخطرين
بالرغم ما يعرفونيش معناها ذاي وير ذاي وير هلبينق مي اوت,برهم يافالنيص وندروع ذوحاق المئاء
دونك نحب نبدا بال بيرسونال اكسبيريونس متاعي الي ما كانت ش ساهلة فال ليسي خاطر,ننحم نبدب بالبرسن و إكسبيين سمثيعي للمكانت شسيهلة افليسيا خت
هو ديسكوفور معناها بارت اخرى في روحك ما كنتش تعرفها جملة و انا صارت معايا ديجا بون,يسك عنها بويت أخرى في فروحكم وكنتاش تعرفها اجملة وان أسرت معاه يدي جابان
دي سيتواسيون مختلفين و شوفوا رواحكم كيفاش تتفاعلوا,دِسوِ سِتِوعِ الشَو مُخْتَلْفي وشُفُرُ وحْكُمْ كِفَتَةْ فعَلُو
كانتلي بيريود اني تعلمت فيها اي دونت,كانت لي البغيود إن يتعلمت فيها أيرو
اي موفد اوت فروم ذي سيتي الي نعيش فيها البلاصة لي كبرت فيها و تولدت فيها و كل,قيمَفدعَوْت فرَمْ السّتِ لنِشفهَا أم وَدصَلْ اكَبْرد فهَا وَسُلِدْ فيهَا وكَون
ماي فويس ايز سو شايكينق اند نحس ال ايموشيون اي قاعدا نحس بيهم قاعدين يخرجوا في صوتي,وََمَيَبوَيصْلِكْ سَوْشَّيْكِن أَنْ حَسَنَ مَوْشَاسْ لِيقَدْ ارحَسْبِهُمْ قَدل يُخْررُّوا فِي الصُّوتِ
فوكوس اون ذيم اون ذي جيم على خاطر نحس الي مخي في الوقت هذاكة وقت انا ايم دوينق ا فيزيكال اكتيفيتي و انا ايم اكسرسايزينق و كلماشي,أو قسنضمُ أَوضجعم على الخطِر أن حسأدمُخِس وقت ذكر وقد انمدُون فزُك و أكتذتي وانأم إغزجاسايسن غوكن ما فشاريدا
توكينق اباوت ماي لايف ويذ يو اند قيفينق يو حاجات الي انا عاونوني اي هوب ذاي هلب يو از ويل,تكانَ لبعضما واريفْيثي إن كيميو حجة الإنَعونُون أَنْهو ضي هَبي أسوافِ
يت واز لايف شانجينق اما,لمَّا إتوز ليف تشينجد
زوز الترن تنجم مثلا سكين كير برشا سامبل بات افكتيف سكين كير روتين دونت شانج,لسمبو  وأفكتف سكنكاويسي  دوتشينجبرش يسكنكاويت نجن مثلاً أن تلثرني زوز مطلاً
الفيلم باش يحكيلنا الحكاية سو,لسوم الفلم بالشحكينة لحكية
المعامل لي وزين الواقع متاع ال,لا الوِقعَ أم تَعَ لِجِزين - لمع
سو لايك حاجة ما تتعدا ش ما عجبتي ش كيفاش و كل ماشي,حزن متعديشكف اسمع زبنوزب النشك في شا وكن شيق سوضي
دان يون اجونس دي ماركيتينق ديجيتال دونك وليت لامباسادريس ولا لا ريبريزونتانت دي فيسبوك في تونس,ادنجِنجانصد دمحكةدجتال  دنك وللمبسد خسل ولا لا قب خصنتنت دفيسبوك في تونيس
دونك ا بارتير اون كومونس توجور افيك لي وديت,إناختيقًاكمْ وَاصتشر بك لزجيد
لي شيفر يوريوك وين وين يلزمك تمشي و كيفاش لي بيزنيس موديل يلزم يتبدل,للشفخ والرّيوكونا مشكفشل بزن سمُدِل ازمُ يتبـاد
لا زون دي كونفور متاع تخدم على بروجي بركا ما نجمتش,للزند ك نفوغم تع تخدم على بروجيبركا منجمس
خاطر سي كي تو از باتي دي با لازمك ترجعلو تو كومونس بار,أتراس كُتيابتي دباز كترجعل- تتشوك ما أصباة
اي كوم انا خدمت سور لي مارش خدمت عال مارش هاذا و نعرف,إِكم أين إخدمت شغل مخشيلا استقدمت عن مشهيدة ونعرف
ديس نوف فان دو ميل ديس نوف,جِزنه أنت منيجزنه
اي نوتر فورس سي سا ان في نوتر فورس سي دي جينيري برشا كرياتيف,إي ندخ فخصةة فلنخ فخص يجنغ برشكوي تفس
دونك جي فولاي مونتر سا اي جي فولاي مونتر زادة نوتر سافوار وقتها ما عنديش,دُنْكلمُدخِسار أجهِلِ مُندخِزدا- اندخسف وقت عَنْدِجفي
بون لا ماتوريتي بعيد على بعضها برشا,بو لممن تغطي بعيدةلبعضها برشة
ايتاي ان بو كومبليكي لي ديبار,ستينبكم كي لدفاح
مي تو بو سكالر سي تو از كابابل,مئتبسكي ليستشريكابابل
بور ريبوندر ا تا كاستيون فمة شكون امن بينا ما ننساوهمش الي امنو بينا من اللول خاطر بداو معنا وقتلي ما فمة,قِبف منضْعكْ تاكيسْتجاونغ فمَا شْكُنْ أمن بنا مَ ننْسَ وَهُمْ شَلأمْن بِنم لؤْ الخَتْربدومْ عنا وَقتَلم فَمحن
ايزي اون ستاج معنتها لايك معنتها ياسر تو از تو ا لايز تو فوا,إيزِينستيتج مع لك ما فأيسرتي تشبي أليزل
خاطر هيا ما تعرفنيش المراء فهمت دونك جات قالتهالي بو اتر قالتهالي بارس كي ال فولاي حست لي انا هكة خايفة,حطرهي متعرفني شمرة  - فمتنكجيت قلتهيليبتيت قلتيلبسك الفوليكَ حست لإنهاكخالشة
اتر فيير دي ريزولتا كون ا في,بإتخفييخ بخِزل تكون في
تو تيست ان تروك,تتيستنتخظ
تعرف علاش مشات و تزيد,لعرف على شمشيت- وُجزيت
بون هاذايا سي ان سي ان ديبا الي,مُوؤ إض ياسعة سندبا اليا
سيرتان نيفو ما عادش باش تاخذها كيما هيا خاطر انت سيرتان نيفو عندك بيزنيس و عندك ريتورن اون انفستمنت عندك سكالابيليتي عندك ابي مع ال كلي متاعك,أعسختنيفما عشردخلك مهيا  قتنب عندكبزناس عندكرترن أون آتسباندو عن دكسكل بالإتي وعندكي في عزما الك ليمطيع
دونك تو ايماجين تكون كومباني متاعك تصرف في سانك ميل دولار بار جور,تماجنت كن كمباني بتاكتسر في ساك م ذو لحق فغجوق
معنتها عندك ال باز دي دوني متاعك تنجم تعمل فيها,معت عندكبسدن امتيك تاشنفيلك
دونك سا فا سلكناها شوية اي عنا كوم عنا دي انجينير و عنا فريمون دي,دنك سفعها سَلكنها شويع إيعنكم عننديزنجنيه عنا بغيماندي
معنتها ايديالمون كي باش تبدا حاجة,معتى إديا الموك بِاشتبدة حاجا
و من بعد او كور دي لاني كي تقعد تحكي معاهم هذاكة هو ريلمون,أنباعد أكود لنيك تقط أحكعهم - إريك هو غي الماولل
انك تقعد تو بارتاج معاهم نبعثوا بعضنا كتبات نبعثوا لبعضنا,أنكاتقت بختا جمعاهم لبعث بعضن كتبثنا بعض البعثناء
فمة منو حاجة ياسر انا شخت عليها,فَمَا مِنْ حَاجَر يِسْرِنَ شَخْتَ عَلَيَْهِا
فورماسيون هاذي معنتها تسهلك الدنيا الكل خاطر بون كان تو فواياج مش الناس الكل تنجم تسافر,ومسهيد معتبد سهلك دن الك نت توفاياج مشنسك أجمتسيف
مش الناس الكل ال ا ال ا سي كونفور,مُشَنِّسُ كُلَ إِلا - إِلا سُوكٌوْفَوْغ
كيفاش احنا اون فا شانجي لي بروسيس,يفيش أحنا أفاش جيلو بخصس
وقت الي هو يبدا عامل جو على يعمل فيه و شايخ عليه و يحس روحو يل انتربروند,واقتِلي هو يبد عَمْاجاوع اليم فيه شَيْخليهِ حِسرح إلى انتفبقاء
ادوكير اون اساي دي شانجي باللي نجموا مش كان انا قعدا نحاول نبدل,ليجيكية أن يسيدس جيب بل النجم ومشكنين قعد حاول ابدلا
باش نجمو ناخذوا دي ديسيجن ماركيتينق,بشنازم نخل دديسجوءن محكي التينغو
انو يقعد يستنى لاخر الشهر باش يعرف روحو ربح ولا لا على خاطر تو سامبلمون ال انفستمنت يصير,النيوقداستنة الاخرَشّر شعر فرح البحولي الخطة سَبلما الانفزت منْ تسّير
الناس تسخايب الي هيا باش تتليفرا ان فان كاتر اور,لنَّاْتَسْخَايبِ الْهِيبلفرا أَبانْ ت كَتْخُو
دونك اول حاجة سي كي,أد أَوْ الْحَجَسِك
باش نخدموها سور لي بوتيك فيزيك,باشنخواشغلب تكفزي
اون ا شوازي دي بارتنير ستراتيجيك كيف كيف بيور بلاير بريك اند مورتار باش نبنيوا عليهم باش نعملوا عليهم لي بيطا تيست,أنا أشوزيد بخت نَخختجيك تشكتروبلير وبريكن مارتبجن ابن وعليم فعمعلهم لبتاتاتهس
نجمو سي اون ان ا بروجي ان بارتنير نجمو نحكيوا معاه,نجموسي ونا بقوجيا تختناخ ج  حمعة
دخلت باش نشوف لي ستايل اي لادن,خلت فنْشُف لوستيل إلة دين
وي اونتر اوتر,أآويقت قت
دونك برا امشي اصرف عليها,مُكْبَرّان شصْر فعْلِهَا
دونك نحب لي ماركيتور الي يخمموا في,مَدوقِنْ حب لمَحْكِتاغ اإل خمّفِ اللاء
و اكسسيبل الناس الكل تنجم تعمل على قد راهو محلاها كي تخرج كريات دي كاليتي و تخرج,وأكسالنسكُلتأجبام لقد راه محلهَك تخَرْجَ كِخِيادُ كلدِيهُ تُخَرْجا
ناتوريل تصير ل انفستيسمون الي تحطو من اللول يرجع,نتش غايلت سيرب النفس اسمودط حتملول يرجعن
تخلي فمة يون ريلاسيون,خَلِِّ فَمَإن غُلَى الشّوعْ
سي با ان تروك ا لا كارت معنتها باش تخدم الناس الكل معنتها لا مارك تجينا,اسبان د خِك ألكاخت مع تتخنسك ماتلمخكد جيناة
جي ني بانس با كي,سَجُنّبٍ أَصْباكِ
احنا كان باش نحكيوا على تونس لحقيقة لي مارش يل ايست انكور فيرج,امتحتوعلى تونس - لحِقل مخشيل ون كوفتش
على خاطر يو ثينك الي باش تعمل فلوس,عَلَى خَدْرِ فِينْكْ إليتَمشلُوسو
ابني شخصيتك على خاطر كي باش تبدا بيزنيس راهو من اللول الناس باش تجيك على ال فيزيون متاعك,ابن شخسيتك عل خدر تبد بنز بزنس رو مالول لنسب- تشيك عل اللفزيون تيعك
تنجم ان كور دي روت تحس روحك الي انت الثنية هاذيكا ما ها ش صحيحة تبدل الثنية مي تو تراس توجور,تجم أن كغد غو تحسروحك لانتثنيه بكم يسحة بدل ثنية ميتجيتتجودخاس توجو
ا ان مومون دون راهو تلمون يتلموا عليك برشا حاجات تلمون تصعب,عاممهدنيرة و تيلميتم عنكباش حجيت تلمود تسعد
كيفاش تحاول انك تو كونترول تي ايموشيون و تحاول انك تتعدى,فيش تحاول أن اكتكم الخلتزمسشانغ وتحاول أنك- يتحدى
التنرفيز و الغش و ال امبولسيفيتي راهي ما عندها من توصل باش تنحي لك من ال انرجي,لاتنرفيز والغُش ولمْ تلسفتي - أراهم عندمتوبنحلك لنغجيب
متاع الصوحاب و متاع العايلة و متاع الحاجات هاذوكم لي بتي بلازير يلز فون دي توا يون بيرسون,دع الصحاب الدع العايلا  عل حجددكم لابتفليزيغ الفندتوايون بخسني
هذوما الكل سي دي شوز الي ما حليناش عين عليهم معنتها,يدم الكلس دشوز إل محلن شئند عليهم ماهتاع
بيان سور دخل برشا فلوس,م ينصر دخلب شفلو
لكن مش اي ستراتيجي فمة برشا ستراتيجي,ليك مشأيستتجف مباشدسقتجيء
زادة هنا نحبوا نفسروا الي ال سوشيال ميديا راهي ما ها ش ال ديجيتال ماركيتينق و الا نجموا نقولوا,آزدَ اهنـن حبٌ فسَرُو أل الصَوشِ مِدزَا رَهْي مهَيشُ دّجةُ ماكة وإِلّا نَجمْ قولُوا
الي تنجم تنجح بيهم ولا ا ترافير الستراتيجيات هاذوكم تنجح بيهم على ال سوشيال ميديا,الي تنجم تنجحبلهم  ولأثخى ذاغس لتي يتهذوكم تنجح بهم على سوش الميزيا
جوست تعمل بوست و الا ستاتيو و لا تصويرة و الا فيديو,مُجّسْتَعُم د فوست وَلسْتتلا تَصويرَ وإِلا فيجْيُو
او فورماسيون فمة لي يستحق شكون يخدملو لا ستراتيجي متاعو,أَو فُغْمِسشُو - فَمَليَسْتْحَقّ اَشْكُون يَخْدَمْلُو لَسْتْخَاتِج اِمْطيعُ
تعملوا ال بوستينق تتلهالو معناها بال بروجي الكل ما يعمل حتى شيء هو,تعمل البوستن تتل لم عنيها ببروجيلكل م يعم الحطة شايهو
اكثر من سمول بيزنيس شوية موايان بيزنيس نجموا نقولوا,اق أكثر مسم البزن الشوية - موياهم بزنهشن قول
ال بيرسونال براند توا مهمة عالاخر نفسر معناها بيرسونال براند,البرسن البران توى مهمّع الضخر أنفاسرش معن برسن البران
في تونس فمة برشا دي اوبستاكل لكن نجمو احنا نتعداوهم بيان سور ما ناقفوش غادي,وَكِتون سما بَرشًى دِزوب ستاكل - لِكناج محنى نتعديهم بينصوغمن يقفوج غادز
بار كونتر انت بالورقة و الستيلو باسيكمون,باكوند خانت بالورقة واستيلبازيكمو
عندك كاتيغوري اخرى للاكبر مثلا من الخمسة و عشرين لخمسة و اربعين و عندك حتى دي برودوي ديستيني,معندك تغغي أخرى للا للأكبر مثنمل خمس عشرمسربعين وعندك حتك دبخد يد السئنين
دونك انا من بعد ديجا جوست ركزت على عام من العمر,مكئن بعض في الضجاء جسترى كسطل عام العمر
دونك كيفاش باش يحلوا المشكلة متاعو كيف كيف كان سيرفيس هو عندو بروبلام انت باش تحلوا ال بروبلام متاعو بال سيرفيس متاعك باش توصلوا ان ريزولتا اكس ان اوبجيكتيف اكس دونك هذاكة تتسمى ترانسفورماسيون كلاينت,دُنك فة التحل المشكلمطيع كف كيف كاً سغديز هو عمدو بربليم أنتبجتحل البربليمتيعو  باسل بسمديع قبشتواسلو الانغز الدائيكس أنأبجيكتيفيكس مذكة سماءت تغنصه بسشانكليةن
معناها باش تنجح فال كوم متاعك باش تبيع سيرفيس متاعك ما تحكيش على سيرفيس شنوا فيه انا نبيع كذا سيرفيس ولا فورماسيون فيها و فيها باش تحكي على كذا و كذا و كذا,عنهباجتنجح فيالكام ابتيعك باشتبيعة السرفيصانطيعك  ما تحكيش على سديشن وفيه إن أنبيع كيديسرديس ولفغمسن فيهاوفيها بشتحكية على كذيبكذوكذيع
خلي ال كلاينت يحلم يرا روحو فال بوينت هذاكة فال ترانسفورماسيون هاذيكا من بعد اب يشري,خللُكيّ يحْلم يراروحُ فالبموه ذيك تنصفغمَ اشنُهْهديك إباد أب يشري
ماهو انت كي تبدا خادم ال بيرسونا متاعك بعد لي بارامتر باش تلقاهم حاضرين جوست باش تكتبهم تك تك,نتِ كتبد خادم مترك بعض لبغاميت وشلقاء حاضليجص اجتكتبهم تكتاك
اول حاجة تبدا بيها فوالا هذوما الكلهم مكونات ستراتيجي دونك هذوما,أوا الحاجة بدبِر فلا هذه م الكل ومالكاوينات الأسترتيج - دُنكهذماء
شنوا لوبجيكتيف متاعك مال ريل هاذيا,شنون بجكتش متيعكمريلهذاء
ابسط اوبجيكتيف تحب انقاجمون تحب لايك تحب بارتاج,حبصد أبجكتي فحب انغيج من تحبالا يكستح اختاج
الور كي ما يلزمش تتقال كلمة جايم ولا جايم با,ألحك إن صست قال  كالمتجا و الأجم
و يلزم يلزمها تتبدل ال مونتاليتي هاذيا,يزمه تتْبدّل موثالتي هذي
ما كنتش نعرف الي فمة تيب متاع كونتنت فمة دي تايب متاع كونتونو,مَن كنت شنَعرف إلفَمّا تَعيبِس مطكَنْتنت فم لتِيّ بمْ تكُنتُني
هاذيكا قدمت جوست انونسمون متاع معلومة لي هاذيكا,لذيكة قدم جستاً أنا نسمنتم تعمعلوم له ذكريه
دونك ان في كان لوبجيكتيف بالشهرية هاذيكا سي ال اكسبيريونس انو جي قان ديكسبيريونس لي ماكسيموم خاطر كان عندي ديما لوبجيكتيف انو نولي انديبندنت,دكنفتكا لبزكتيف بشهرية ذكة سيلكسبيرينس أنركان داكسبغنس لمكسمهم خدر كان عندي الدمل وبجكتيف أننوالئندباند
دونك نرجعوا كان ديجا فمة ستاتيستيك الي لي فانت ان لين في بيريود الكورونا,أمو كنرجنْكن دجاق فما استتيستيك لليفان تنليني ف بيرعود الكلونة كل
لحقيقة ما تفاهمناش انا عندي برينسيب في حياتي في حياتي الشخصية ولا العملية انو,الققمت فيهم نيش و إن عد برانسيب فيحيتّ فحياة الشخصية وللا العملية إن نوىه
عبد ما نتفاهمش معاه ولا نتقلق ولا يولي سورس دي ستريس حتى ولا هو سورس دي فلوس من اللول نقلو باي دونك فوالا قتلو باي,عبد - من تيمشمع ولنتقلقلولاستخصد استريس حت ولو هو لسخدفلوس ملول أ قلبائش دونغ ملا قتل باي
