Reference,Prediction
it was really really really fine من اللول,أتوه سريري سريري سريري فان ملون
معاش انجم نحرك يدي الليمين,معاش النجم من حركي ديلمي
و الكياس كان اقل عرض و كلو قازون عالاجناب في هذا الكل اكثر,والكياس كان أقل عرضه كله جازوا لجنبا في هذا كله أكثر
ثلاثين,جيسين
لكن le constat لي عملناه أنو الشركات لي كبرت شوية وأكا لي باش تعمل نقولو le développement stratégique من startup تولي شريكة,لكن ل constal اللي عملناه إنه الشركات اللي كبرت شوية وأكله بستعمل عدك ال ال نقوله لك اللي ديفلوپمنت ستراتيجيك من ستارتابت والشركة
جرب الفنكوش بالكشي يعجبك زادا,جارب الفانكوش بلغشي يعجبك زيدا
trying to do فال période لخرانية الكل,trying to do في الفترة الأخيرة من الكول
donc هذاكة كيفاش جاتني الفكرة و donc,لذلك كنت جتني الفكرة، ودك
وعساه فمة شكون شافه لكن نافع ربي و من دون ادنى شك عائلته مائيسوش وقرب انهم يهبطوا الجبل باش يلوجو عليه ليله كامله وهما يلوج كلب دار جبل الكل وعميره ما فهمش لكنهم ماسوش بيان س وقعدوا يلجوا عليه حتى لين,لو عسى فمش كن شافوه لكن نعرف عربي ومن دون أدنى شك عائلة وما أي سوش وقربوا أنهم يا بطول جبل بشيلوا لوجوا عليه ليلة كاملة وهما لوجوا كالبدر جبل الكل وعميرة ما فمش لكنهما أي سوش بينسير وقعدوا لوجوا عليه حتى لين
العشرة غير درج,لعشرة غير درج
رايع,لا يا
معنتها العالم على خاطر الحضارة متاعنا,معندها العالم على خطر الحضارة متى عنا؟
عالسلامة,أسلم
تحبها طايبة مليح,تحبها طيبة مليحة
معنتها الماركات العالمية الكل تتسابق باش توري ال nouveauté متعاها في المعرض هاذايا,أنت الماركات العالمية الكل تتسابق مش توريد إنه هو تيمتحى في المعرض هذا
و الدار هكة فارغة شوي donc قلت خليني نسجل episode,و دار هكذا في غشوية ده كقولت خليني نسجل إبسوورد
مشغل المكالمات عديلي الحماية المدنية,بشكل مكلمات تعديل للحماية المدنية
هذي غادي,أيدي رأسي
الشخص هذا سرق الخاتم متاع ممات عيشة,شخص هذا سرق الخاتم متعملات عايشة
معادش نجم نلبس الصندال القديم متاعي لونو ميطلعش عليها,معادش النجم يلبس الصندل القديم أمتعي لون وما يتلاشى عليها
سرير ببي,صلي للبيبي
تونس,تونس
سودان,سودان
هذا الكلو علاش خاطر الجسد في مجتمعنا كخة وما لازمناش نحكيوا,هذا الكل على إيش خطر الجسد في مجتمعنا كخا وما لازم مش نحكي
the thing is كنا معناها,الشيء is كوننا معنيها كون
مشمس,مش مس
هنا,إنه
منعرفش كيفاش نعدي طلب منعرفش شنوا نعمل باش نشري حاجات كيفاش نشري حاجات عوني نشري حاجات وين نجم نشري حاجات وين نشري شوية حاجات,منعرفش كيفاش نعطي طلب، منعرفش نو نعمل بنشر حاجات، كيفاش نشر حاجات، عوني نشر حاجات، وين نجم نشر حاجات، وين نشرش؟
محطوطة هكاكة مفهمش علاش juste تبدا معندها حتى معنى,تبدأ معنده حتى معنا جوز بحطوا تهكيم منفمش علش
بقداش خلاص التكسي من اللوتيل لمحطة الترينو,فديش خلاص التكسي ملوتي المحت تريل
آه من الحاجات إلي نقعدوا باهتين لأنو,ملحات اللي نقعد وبهتين لأن
فول دو كورسبوندنس,voie de correspondance
لبروكلو,لبروكلو
مع بعضهم,ما بعدهم
تأقلم فيه مع الحاجة لي قاعدة نعيش فيها و déjà نقراو نهار بنهار وقتها donc i let go ما خممتش فيها برشا i didnt overthink,نتأقلم فيهم مع الحاجة اللي قدرنا نعيش فيها ودجا نقرأون هارب نهار وقتها dont i let it go ما خمنت فيها براش i didnt overthink
كلام واقعي بدون تحوير ولا نفاق ولي قول اكثر من هك,كلام واقعي بدون تحور ولن يفاق واللي يقول أكثر من هكى
شركة فرنسية كبيرة متاع التوزيع روفزت في تونس على خاطر,كثير في كبير امتع التوزيع على خزت بيتونة على خدر
له بولونيوم هذايا موجود راهو في السيقارو متاعك,البولونيوم هذا موجود رأو في السجائر وانتعك
بعد الديواتة معادش يحب يهز,بعد الديوانة ما عاد يحب يهز
الخلط لي صار و كل فلوسي كانت حل كبير لبرشا من المحاسبين و خبراء المحاسبين بالنسبة لل les déclarations لي قامو بيهم باهي ليوما فهمنا فلوسي شنوا مختلف الخدمات لي تقدمهم و لكن خليني نمشي معاك أكثر,الخلطة اللي صار وكل فلوسي كان تحل كبير البرشا من محاسبين وخبرة محاسبين بالنسبة للي التكليفات اللي قاموا بيهم مه اليوم فهمنا فلوسي شنو مختلفة الخدمات اللي تقدمهم وليك خليني نمشي معك أكثر
بالحق your support means the world to me هو الحاجة لي,بالحق، your support means the world to me هو الحجة
الغابة,الخاب
ما نجمش أنا نحملوا المسؤلية ونقعد نتجادل أنا وياه و الله آه إلي إلي قالوه لنا انو ر رجعوا اولادكم غدوة,من الزمن شن نحمل مسؤولية نقد جديد لنا وياه هل قالولكم وقت إيش ببخي ولا فما ما متوفر المعلم تعال؟ اللي اللي قالولهون إنه أر رجعوا ولادكم وغدوا
like معملك حتى شيء ما بالحق ما يتكلمش أصلا فال فال streams متاعو معناها,زيك ما مالك حتى شيء ما بحامي تكلمش أصلاً في في ستريمس متعة ومانيا
كراو كرهبة باش يمشيولهم,أوكانغبا بيشمشي وهم
الفوتنغ,ال footing
أيا نعملوا ايفرت باش نزيدوا سوايع أيا نعملوا ايفرت باش نزيدوا نهير نخدموا,أي نام ليفربول بس زيدو سوي أي نام ليفربول بزيدو نهير
كيفش نجم نعدي طلب كيفش نجم نشري حاجات نحتاج نشري شوية حاجات نحب شكون يعوني شنشري حاجات منعرفش كيفاش شنشري حاجات,كيفش نجم نعدي طلب كيفش نجم نشري حاجات نحتج إيش نشري شوية حاجات أحبش كوني عاوني إيش نشري حاجات من عرفش كيفش نشري حاجات
الجيران,الجيرين
قعدو يحوسو مع بعضهم في المدينة العتيقة,قادوا حوس مع بعضهم في المدينة العثيقة
وين نلق دواء الراس,وَإِنَّ الْقَدْوَى رَاسٌ
روسي,روسى
بالله اعطيني هذي,بله هاعطيني هذه
أول مرة ريته عمري ثلطاش سنة,أول مرة ريتوا عمري تلتاش نص نه
في آخر النهار بالعاني باش نخلي لك الوقت تسلم على الناس الكل و تلم دبشك و,نهار بالعاني بش نخليك الوقت سلم على الناس الكل وتلم دبش شكو
مقصدتش الحق نجرحها بكلامي,مقصده الحق نجرحه بكلمة
و الله ما ثمة شوف اه القمرق شوف القمرق اه,والله مثلاً شوف القمر شوف القمر جا
إلا لما ربي هز متاعو,اللي اللي ماربي هزمته
حانوت صبابة,حنو تسببت؟
الشعبة,الشعب
منين انت,مئين جنيه
السنين,السنين
معان و في لخر جبناه على حساب غيره و الجزيرة ياخي عندها قائمة بتونسيين إلي لبرة,معانوا في لخر جبناها على حساب غيره والجزيرة يا أخي عندها قائمة تونسيين للبرة
يجي,يجي
يعني طريق طويل باش نوصلوا لحاجة نسموها equality و إإن شاء الله ال future equity,يعني ليقتويد بشنوصله والحاجة نسموها equality وإن شاء الله the future equity
بالرغم ما نمنش بيه ال terme متاع ل resolution كان تحب تبدل تبدل من الليوم معناها ما تستناش ألفين و واحدة,برغم من المجهد يوم ترى الروش إذا خدك تحب تبدل تبدل من المليون يعني بالسنة إيش ألفين
تعجبهم شنيا الحاجات لي تبكيهم شنيا trauma متاعهم and for me,أعجبهم شئ الحاجات اللي تبكيهم شئ الشعامة متيحهم and for me
يشطب,إشارتهم
متاع الأم ريناها معناها كيفاش personnage ال,الشخصيّة متعة الأم رينيها معنها كيفش
و قلت ممكن خاطر transition كنت deuxième science توا ماشية troisème math معناها حتى les notes و les moyennes باش يطيحوا فهمت,وقلت ممكن خذوا ترانزيشن كوندوزيم صنستاو مشي تراثيمات ماني حتى الينوت والي معيين بشيت يخوفهم
و كل mais حسيت روحي هكة لي مش ما نعطيش لي عندي الكل عرفت أكاللي juste حبيتها باش تتحطلي فال cv ما كنتش نخدم على ما نعرفش أنا,كل مي حسيت روح هكا اللي مش منعرفش اللي عندي كل عرفت هكا اللي جلست حبيتها بشتت حطي في سوي ما كنت نخدم على الم منعرفش
enough socializing with people i was like i got to that point إلي i am so tired of social,enough socializing with people i was like i got to that point إيلي i am so tired of social
كي يخرج مع صحابه نفرحله,يخرج مع أصحابه نفرح له
يشوف روحو,يشوف روحه
الكوميديا,الكوميديا
انجموا نتكفلوا بتنظيف بيتك,نجمان تكيفوا بدهم يفبيتك
يا خويا شرايك,يَهوي، شوَيَك
ايه مشكلة في رسكلت الزبلة,إي مشكلة في راسكليت زبلا
و نستنى معناها فال في حاجة تطيب و كل donc علاش ما نجيش نحكي معاكم and sujet هاذايا الحق me tien à coeur عاللخر donc,ونستناو عنها في في حاجة قاعدة تيب وكل ده كقولت عليهش من جيش نحكي معكم and سوشي هذي هي الحق متي أقع على الآخر ده ك
باش يأثر فيه ال ال الواعز ينجم يكون آه,بمشي أثر فيه ال ال الوعي عزيز نجم يكون
شاف إلي تطاوين,شاف اللي تطوين
يقولوا و الله ينحوا بيها أولاد الجاه,يقولوا والله أنا ذبيء ولد الجيه
مشحاح,مش حا
your traumas و كل no كان you want to خمم أما كان تحب تعمل تعمل هكاكة أعمل هكاكة mais do not hide,لو يور ترا ماس الكل نو can you want to خمم أما كنت حب دم تعمل هكذا عمل هكذا may do not hide
معناها حاجات معناها très simple راهم أما زادا مهمين عالاخر pour justement réduire,ماني حاجت ماني كيسان بدرهم أما زيدا مهمن على خلّل برضو برضو
du coup noire و إلا blanche ولا لي هو معنتها عنا معنتها فمة,أممم، دبوس أسود، أو ella بيضاء، أو ella لحوم مات على ماتب من
تزعبن هاو باس بوسة صغيرة من الرقبة لين سكرت البواتة وروحوا للدار أول حاجة,تعبناه وبس بوصة صغيرة من رقبة لنسكرت البويتا وروحوا للدرة والحاجة
عاللخر و theyre grateful for العشرة سنين إلي عداهم فال bac بالحق أيه عبد إلي عندو حاجة في مخو has to work,على اللخر ووو theyre grateful for العشرة سنين اللي عادهم في الباك بالحق أي عبد اللي عنده حاجة في مخه has to work
وبعداش يجيبوا لو معوضين,وبعدين يجيبو لهم عوذين
ملا حل راهولانسان إلي يشرب بطبيعتو حتى لو بطل مدة,ملح ره الإنسان اللي يشرب بطبيعته حتى لو بطل مدة
ياسر تفيدك في حياتك باش تكون productive بالرسمي كان عندك coté في à part ل productivity كان عندك coté تحب تبوستيها ولا حتى تكون productive فيها موش كان لقراية,ممتاعك يصير فيدك في حياتك بشتكون productivity كان عندك كتير في أبهر productivity بحق كان عندك كتير تحب تبوستيها وتكون ولا حتى تكون productivity مش كأن لقراء
العرس,إلى عرس
ما عندوش حتى رقم مشكل أحنا عطيناه المهمة لولى الثاني لكافة الزملاء,نروح ساحة راقم نس إحنا عبينا هم هم لونا الثاني كيف تسوو ملية
عبد الله يلوج على بيت,عبد الله يلوج على بيت
وولى يجري على الحلال كما ربي يورينا في جميع السراق متاع بلادنا,وولا يجري عن حليلك ما ربي ورنا في جميع الصريح تعبريد
على الأقل أعطيونا مثلا نخدموا من الثمانية و نصف حتى الماضي ثلاثة ولا يا سيد حتى من سبعة و نصف حتى الماضي ثلاثة,على قلعة هنا مثلاً نخدمه نصف مليون نص حتى نص ثلثة ولا هيسيدي حتى من سبعة ونص حتى نص ثلثة
القصر,أكثر
التونسي و إلي الحملة معنتها الأحداث لخرا خلاتها تخرج ما عناش,طبعاً التونسي واللي واللي الحمل اللي معتها الأحداث الأخرى خليتها ااا تخرج ما نعيشها
ثلاثة كبار واحدة صغيرة,أو في تحت عشر سنين
محبوب,أو
تمشي في نهارك تمشي تكري كيفاه ميات فرنك قلوب وديما قاعدة هكة جو ولمة وأكهو ولا كيفاه دهبيتيد,تمشي في نهارك تمشي تكري كيفي ميت فرانك قلوب ودي مقعد هكأ وجو لم وقهوى ولا كيفي هذا بيتودي
يكون ينجم,إنا جميعنا
اي علاش,أي علش
كنت في رحلة طيران يونايتد نومرو ثمنمية و ثمنية و عشرين,كنت في رحلة طيران يونايتد نومر ثمانية مائة وثمانية وعشرين
أما المشكلة,عمل مشكلة
إجريولي,الجريولي
et pour la création du structure daccompagnement مهم جدا باش نحكيو في مرحلة أولي على flywheel و بعد شوية باش نرجعو لل fond de fond flywheel شنوا بالظبط dailleur لإسم flywheel عجالي طايرة طاير برشا لحقيق,يقول لكreation دسترتور دا كمpanyيوم مهم جدابشناحكيه في مرحلة أول على flywheel ووبعد شوي بشنارجع لل foundations flywheel شنو بالضبط داير لسم flywheel عجلة طائرة طائرة برجع
القيتار,الغيتار
الكل ويعاود فجاه يقص الضو مره اخرى ظل ما تحيس ما نرا في حتى شيء نحس في عباد يغزر لي والاحاسيس إلي كنت نحس فيهم ولا بيزارمون اقوى برشا وليت نحس في اكثر حاجات يغزر لي انفس ولا رزين نتنفس بالسيف وقلبي,كل كله ويعاود فجأة يقصّضه مرة أخرى ظلمت حيس ما نرى فيه حتى شيء نحس في عبيد يغزرو لي والأحداث اللي كن نحس فيهاهم ولا يبي زر ما أخو بارشا ولا نحس في أكثر حاجات يغزرو لي نفسي ولا رزين نتنفس بالسيف وق
أخطأنا منه هو,اختنا منه هو
نحبك تهزني لبلايص سماح أنا سايح كيما تعرف,محب اكتزني البلايس اسمع أنا سائح كم تعرف
على الساحل الشرقي تلقاو حتى بلايص مشهورة كيما نيويورك واشنطن دي سي وبوسطن,على الساحل الشرقي تقع حتى بلوز مشهورة كي من نيويورك واشنطن ديسي وبوسطن
يسلع,ياس لا
مثلا انت مشيت باش تقدم mastère مثلا ولا حاجة,مثلاً أنتي مشيت بشقدم ماستير مثلاً ولا حاجة
السنة,السنة
بالرسمي rythme ما رجعتش لل prépa ما رجعتش نمشي لل cours و كل خاتر زايد مانيش باش نريكوباري مال cours معناها,برسم يريت مرجاتش الpréبا مرجاتش منشيل كور كل خطر زيد منشيل شو يصير من كور ما
بابا بالحكمة متاععو ما حبنيش نتمتع بهالثروة إلا ما نعرف و نتيقن من الصحبة,بابا بالحكمة بتاعه ما حب نيش نتمتع بهالثروة إلا لما نعرف ونتيقن مصر
هذا هذي هذا,هذا هذي هذا
ال الكياس قريب باش توصل للقنطرة يفرحكم ثمة رون بوان,القياس قريب بشتوصل القنطرة فراحكم فهم غامض
جامع كما هذا ما ينجمش مخي يقبل انه يقعد في الحاله هذي لا تقوللي اعتمادات ولا مش اعتمادات حاجه معلم تاريخي اولويه اولويات يلزمنا نتحرك نلقاه حل حتى لو كان ما فماش الاعتمادات,ج مع كمان هذا مين الجمش مخي يقبل أنه يقعد في الحالة هذه لا تقولي اعتمادات ولا مش اعتمادات معلم تاريخي أولوية أولويات يزمنا نتحرك ونلقاو له حل حتى لو كان ما فمش لاعتمادات
ثم مواطنين تعاون ثم ناس عندها شكون توفى وناس كل عاشت هذا يبدا عنده فلوس,ثامن واتنين تعاون فما ناس عندهش يكون توفى والناس كل عاش تذاي يبدأ عنده فلوس
يحب يعمل له صدقه جاريه وما يلقاش كيفاش يحب يعطي فلوس وما يلقاش يعمل ناس تحب تزكي ما تعرفش الناس تحب تحط فلوسها في الجوامع لانه عنا ثقافه الصدقه الجاريه,يحب يعمله سدك الجيرية وما يلقيش كيف كيفش يحب يعطن كفلوس وما يلقيش يعمل ناس تحب تذكي ما تعرفش ناس تحب تحط فلوسه في الجوامع يعنيه عنا ثقافة السدك الجيرية
و هذيك حسنات وميزان حسنات ان شاء الله عند ربي شنوا نعجز انه يقعد الجامع هك لسنوات وسنوات,وذيك حسنات وميزان حسنات وشاله عند ربي شو نعزو إنه يقدش يا ما هك لي سنوات والسنوات
بسبب الاعتمادات جمع عقبه كي دخلنالو أنا و محمود ظلام و الله و الله ثم des étrangers راه أنا شفنا زوز ثلاثة اربعه من الناس منهم زوز نساء و راجل و كذا des étrangers جايين يتصوروا ويشوفوا فيه راه ظلام راه أكالحصيره راه حاجه تحزن,بسبب الاعتمادات جمع عقب كيتخلينا وانا محمود زلمة ويا في ثم ديزا ترانجيري انا شوفنا زوج ثلاث اربع من الناس منهم زنسية ورجل وكذا ديزا ترانجيري جايين يتسووا ويشوفوا فيه رأوا زلم رأوا كل حسيرة رأوا حاجة تحزن
alors que normalment تدخل قلبك يتشرح الضوء يبدا شاعل و الزرابي تبدا مزيانه و الدنيا في جامع عقبه إبن نافع في تونس وعلاش علاش حتى حصيره حصيره مزيانه معش نعرف نحطوها في بلادنا,قالوا لك إن رموع تدخل قلبك كيف؟ شرح الذو يبدأ شاعر وزراب يبدأ مزيانة والدنيا في جامعة عقب ابنو نابك جامعة طولت وعليش، عليش حتى حسيرة حسيرة مزيانة معشدي ما توافد بلادنا
عجيهة لمين,أجيها لين
الإتجاه,التيجى
لمين,لينين
الربيع,الربيع
فال domaine متاع ال sport مرتاح و domaine متاع ال sport مخليني ديما خاطر أنا ك coach freestyle أحنا عاملين freestyle ماناش,في دومين التأسّم مرتّع ودومين التأسّم خليني ديمّا خاطرنا ككوتش فريستايل إحنا عم نين فريستايل منش
لا أكثر ولا أقل,لأكثر ولا أقل
العبادات و كل صيف و الإدارة التونسية بخير فيصل الصمعي للتعليق على هذا الموضوع,العبادات وكل صيف والإدارة التونسية بخير فيصل سمع للتعليق على هذا الموضوع
تجي تشوفها ولا حكاية معناها transformation و كلماشي أما,جيت شوف حكيه منيت فيان ترنسformation عن كل ماشي إما
موش مجروح,مش مزوا
زنفليقة للبحر ولا كي يمشيوا لدار الخلاعة وشرات الكاكوية إلي في قشرتها ملفوفة في قرطاس,زمليجا البحر واللي يمشي والدار اللي خلاها وشريت الكاكوية اللي في قشرتها ملفوفة في قرطاء
الوجه,الوجه
آه نلقاو القرع الأحمر,نلقاو القرحة الأحمر
بعد تسعة جابت لي صغير هأه بنتي أيه,جابت لك صغير جابت لي قتلك ها ولدك ولا بندك إيه شعمل
قداش تحبوا,قد إيش تحبوا؟
شنوو تحبوها تموت بغصتها تموت بغصتها تحبوها تاكل الخبط صباح و ليل,شنو تحبها تموت بغصتها تموت بغصتها تحبها تأكل الخبط صباح وليل
باش انتم كمجتمع تكونوا فرحانين تحبوها تموت و صارت,بشنتومك كمجتمع تكونوا فرحانين تحبوا تموت وصارت
تحبوه يقذ الراجل ماهوش مرتاح معاها,حبوا يكذّر راجل ما هوش مرتاح معه
تحبوا تهزولاثنيه غالطه ماهواش مرتاح مها طلق,حب تزول ثانية غلطة ما هو وإيش مرتاح معه طلق
راهو رحمه راهو الطلاق رحمه راهي بنتك يا مدام كي تبدا في دار راجلها ماهيش مرتاحه راهي تتغصور كل يوم راهي ضناك,راهو رحمة رأو تلات رحمة رأي بنتك يا مدام كي تبدأ في درجة لا مايش مرتاحة رأي تتخشوا كل يوم رأي إظناك
شنيا اصبر عليه و هذيك مغرفتك آش هزت,شنية أصبر عليه، وديك ما غرفتك شهذت
يزينه يزينه من مغرفتك آش هزت كل واحد يتح شقول علينا وما عندناش بنات تطلق لا عندنا خويا,يزينة يزينة من غرض شهادة كل واحد يتحو شقوله علينا ليه ومع النج بنت تطلق ليه عند ما قوي
لو كان مرمده بعيد الشر كان تروح لك بمرض خطير من الغصه إلي في قلبها ان شاء الله ان شاء الله ان شاء الله النظره تتبدل,لو كان مرمدا بعيد الشر كان تروع لك بمرض قصير من غصة اللي في قلبها إن شاء الله إن شاء الله إن شاء الله النظرة تبدل
منخفض,نخفض
من توا حاسة روحي nostalgique لل lycée باش نتوحش ال lycée باش نتوحش des prof باش نتوحش صحابي و كل donc نحس,متواحس يروح ينستجيك للي سيبش نتوحش اللي سيبش نتوحش دبخافش نتوحش سوحب وكل نحسي
درجة مائوية,درجة مئوية
بين صحابي و بين عايلتي و كل شيء و ريت برشا بالحق برشا négativité كي نقول معناها actualité إلي ماشيا ياسر فال négative متاع ال période de confinement و ال covid و ال pandémie إلي تعدينا بيها cétait فمة,أين أصحابي بين عائلتي وكل شيء وريت برشة بحق برشة ن negativity يقول مانا актуالية اللي ماشي صار في نيجاتيف طال ب период ال confinement والكوفيد وال pandemic اللي تعدينا بها ستف فما بين بين
السوماستر,ستيمست
عبد الله يكتب في جواب الخوه,عبد الله يكتب في جواب الخوه
im organized بال season معناه ريت ليوما im so organized,أمم، ام ا organisations بالبسيسون معنى هذي اليوم ام ام so organised
ما نجمش نجم نجم نجم ونزيد نجم,من النجم، النجم، النجم، منتدى النجم
باش نكون واضح معاك مانيش موافق,فش نكون واضحة معك منش مو
كان باش تحكي من جانب إقتصادي معناتها سوم باكو الدخان في الشهر معناتها كتحسب انت ما نعرفش أنا سوا ديصن ما أقلش من ثلاثة آلاف أربعة آلاف فرنك دخان في النهار إلي هيا ما أقلش من مية في الشهر,يمشي تحكي بجانب الاقتصادي، مان سوون بكرة دخان في الشهر، مع ذيك تحسب بنتي بنعرفش أنا سوادي زوم أقلش من تبريف 4000 فرنك دخان في الشهر اللي هي أقلش من 100 في الشهر
نحبها مغلفة,نحبها مغلفة
الشجر لي فيهم,الشجر اللي فيهم
يبيع,إي بيا
نولي نعطيك حرابش متاع وجيعة راس,ما هي نعتيك حرابش دعوش يا دراس؟
لو صاحبي يتغشش على خاطر العضوية في الاصل له وموش باهي إنغير فيها,لو صحبي تغشش على خط العضوي بالأصل له مش به نغير فيها نغير فيها
في كل صالة فمة حاوية للورق القديم واحدة للبلاستيك واحدة للبلار واحدة للباقي,في كل صالة، ثمة حاوية للورق لخزيم، واحدة للفستيف، واحدة للبلاط، واحدة للبيركي
حتى فل les résultats متاعي نتفكر تحط بالحق تحط بالباهي في ال moyenne متاعي,لي حتى في اللي رزق التام تاعي نتفكر تحت بالحق تحت بالبيه في المواينة بتاعي يعني
un robot إلي خدمو زادا خدموه deux en faite innova robotiques و icompass,انروبوت ليخدم واحد اخدم اثنين فينوفا روبوتيكس و اي كومباس
أنا نعتبر زياره رئيس الجمهوريه,أنا نعتبر زير رئيس الجمهورية
خاصه لوزاره التجاره من اهم الزيارات إلي صارت منذ توليه الرئاسه ومنذ من من من خمسة و عشرين,خاصة لوزارة التجارة من أهم زيارات اللي صارت منذ توليه الرئاسة أو منذ من من من من خمسة وعشرين
أنا نعتبر خطر وزاره التجاره عليها برشا كلام رفيق راه عليها برشا كلام,أنا أعتبر خطر وزارة التجارة عليها برش كلام رأيي قرأوا عليها برش كلام
احتكار يحكيوا على,الاحتكار يحكي على
لي كوميسيون يحكيوا على برشا ناس,اللجنة، الأشقاء المارشينين
الرخص هذوما الكل المشاكل راه اليوم,الرخصة هذولا كل المشاكل رأوا اليوم
هيا نحكيو على وزاره التجاره إلي قوت التوانسه اليوم نحكيو عليها هيا إلي تنجم تسهل ولا تصعب قوت التوانسه,هي نحكي وزارة التجارة اللي قوة تونس اليوم نحكي عليها هي اللي تجمد سهل ولا تصعب قوة تونس
ظهرلي زياره رئيس الجمهوريه البارح فيها رمزيه كبيره برشا,ذا هالزيارة ترى إيش الجموريال برح فيها رمزية كبيرة برشة
إلي في عينه ما يكبر حتى حد اليوم حتى كان مسؤولين في الدوله موجودين وانتم قاعدين تلعبوا بخطه توانسه راهي حاجه نعتبرها مهمه برشا,اللي في عينه ما يكبر حتى حد اليوم حتى كان مسؤولين في الدولة موجودين وأنتوا قاعدين تلعبوا بخطة وينزري حاجة نعتبرها مهمة برش
و جاوني برشا افكار في النهار مي فكرة و الفرق هنا فرصة فمة راهو العباد الكل تنجم عندها افكار,وجيوني برش أفكاره في النهار، مي فهم فكرة، والفرق هني فرصة، مراه هو لعمل كل تجمع عنده أفكار
الدار,إذا
تقولش عليهم خوهم مش تاجر يشري و يبيع معاهم,تقولش عن إخوهم مش تجربة ويشري معهم
المرة الجاية,المراجعة
كومبلات بونسيون,pensions complète
عبد الله قالي إلي عندك صنعة,أبى لأقالي إللي عندك صنع
كمون,كمل
بالسلامة,أقسم أن
عمر مطلب ضياع,أهم المطلب ذي
خاطر they gym موش كان باش like youre gonna look hot or something its for,خاطر the gym مشكين like youre gonna look hot or something its for
صحيح إلي أمورو واضحة و مستقبلوا مضمون باش يحس بالشباب هذا,فتحلي أمور واضحة ومستقبل مضمون من بش يحس بالشباب هذا
الكوموند,إِلَكَ مَن
أرض وكانتلها بلاعا,أرض كنت لها باليا
youre husband تصور عبد يقولوا,صور عبد القولو وزوجته
الكرهبة المكرية,الكرهبة المكرية
العنصرية ولا التحرر من الأبوية ولا ديما التحرر فردي,العنصرية ولا التحرر من الأبوية ولا دم التحرر فرد
نلق في أكال message أكال message المبروك,نلقا فيه الالكل مساج، كلمساج المبروك
لانقار,لعنق
الكليون,إلكيون
يحل,يحل
المطعم,المطاعم
لل période de révision معناها monotone ال rythme أيه أيه monotone أيه هذاكة هو ا وقتلي زادا فوسط العام من اللول نقرى étude كنت نقرى étude math و étude physique,مش لل periods revision يعني مونوتون ريت لا طلعت الطيحة أيه هذا كهوا وقت اللي زاد في وسط العام اللي هو نقرأ إتشوود كنت نقرأ إتشوود مات وإتشوود فيزيك
الفلوس,الفلوس
خيت,هيت
قلتلها يا سيد البشير,أنت لا يسدي البشيش
من اليزيا,ماليزيا
أعوام قراية يلزمهم يبداوا يخدموا مخر donc ما ينجمّوش يكونوا ال inflation باش تشري دلر توا cest plus possible donc لعبد يقلك أنا كيفاش نجم نعمل هاذايا ça cest un point très importante,وَيَمْقَرَ يَيْزْمُهُ يَبْدُو يِخْدُمُ مَخْرُدٌ مَيْنَجْمُشِكَ أونُ الْالْفَلَسِيَانُ بِشْتِشَرِيدَرْ تَوَسِّيْ صَبْلُيْمُسِبْلُيْمُسِبْلُيْمُسِبْلُيْمُسِبْلُيْمُسِبْلُيْمُسِبْلُيْمُسِبْلُيْمُسِبْلُيْمُسِبْلُيْمُسِبْلُيْمُسِبْلُيْمُسِبْلُيْمُسِبْلُيْمُسِبْلُيْمُسِبْلُيْ
أنا شاهي حاجة من غير لحم,أنا شيء حاجة غيرهم
هو لحقيقى فال période هاذيكا أنا نحس,هو لحقيقة في الفترة ذيك كنا نحس ال
نص ساعة,لا أعرف
أذهلني أنني أتذكر منذ سنة تقريبا جويلية حينما أشتريت مصوغ كان الغرام بحوالي دينار,أتذكر منذ سنة تقريباً جويليا حينما اشتريت مصوب كان الغرام به حوالي دينار
إلي قال إلي مات ارتاح فيصل الصمعي للتعليق على هذا الموضوع,اللي قال الليميد ترتاح فيصل الزمعي للتعليق على هذا الموضوع
القاراج,الكراج
ثلاثين,كلسين
بالله استعمل بيت التبديل غادي,بليست دا من بيت التبديل غادي
هذا هذي هذا,هذا هذي هذا
اسرائيل معادش تصبر و الصربة قريبة ويلزمها تضرب قبل ما روسيا تبيع,إسرائيل ما عاد تستبر وسترب قريباً لزمان تضرب قبلنا روسيا بيا
مرحبا بيك مرحبا مرحبا سي محمد,مرحباً، مرحبًا، أحب
نعرفها ميتين مليم العادة,نعرف ميتين مليون لادر
معتمديه الجديد بالضبط بالضبط في منطقه جبليه وين كان يسكن عميره بن عمران هو وعائلته عائلتهم المتكونه من حداش فرد الكلهم معروفين بسمعتهم الطيبه وطيبه اخلاقهم في عام ألف و تسعميا و ثمنية و تسعين كان عميره عمره سطاش,في معتمدة جديدة بالضبط بالضبط في منطقة جبلية وينكينزكون عمير ابن عمران هو عيالتهم عائلتهم المتكونة من 11 فرد الكلهم معروفين بسمعتهم الطيبة وطيب تخلقهم في عام 1998 كان عمير عمره 16
لبروكلو,لبرغله
منين ليك ها الذوق المفاجئ للرفاهية و للمتعة,نيليك هالذوق المفاجأ للرفاهية وللمرح
و برا عاد إفرز سنوا السبب وهاذي العضوية الثالثة مازالت فرشكة,وبرى عاد فرشنا والسبب وهذه العضوية الثالثة ما زلت فرش
الستة و نص,الستة ونص
السنين,السنين
نهارك طيب اسمي عبد الله,نهارك طيب، اسمي عبد الله
زعتر,زاتر
