category,instruction,response,augmentation_type
advice_guidance,قمت الصباح لقيت وجهي منفوخ وعينيا غارقة في النفاخ، وساقي زادة كي ننزلي عليها صبعي يخلي أثر، شنوة هذا؟,النفاخ (Oedème) في الوجه والساقين ينجم يكون علامة اللي 'الكلاوي' موش قاعدة تصفي في الماء والملح بالباهي، ولا مشكلة في القلب. لازم تعمل تحليل بول (للبروتين) وتحليل دم للكلاوي (Créatinine). نقص الملح في ماكلتك فوراً وشوف طبيب باش يعرف مصدر انحباس الماء في بدنك.,original
advice_guidance,وجهي ديما أصفر وشفايفي باهتة، وديما نحس في برودة في أطرافي ودوخة كي نقوم فجأة، فاش قام هكا؟,هذي علامات واضحة متاع 'فقر دم' (Anémie). الأوكسجين موش قاعد يوصل مليح للبدن خاطر 'الحديد' ولا الهيموغلوبين ناقص. لازم تعمل تحليل (NFS) وتثبت في مخزون الحديد (Ferritine). كول الماكلة اللي فيها الحديد (كيف الكبدة، العدس، السبانخ) والطبيب باش يعطيك دواء يعوض النقص.,original
advice_guidance,يا دكتور، طلعت لي بقعة بيضاء في جلدي وبدأت تكبر، خفت لا يكون برص (Vitiligo)، كيفاش نفرق بينه وبين البهق؟,البرص (Vitiligo) تكون فيه البقعة بيضاء كاينها لون الحليب وحروفها واضحة، وتجي الاكثرية في اليدين ولا بحذا العينين. أما 'البهق' فهو فطريات تجي من العرق وتكون بقعها موش بيضاء كومبليتمون (تكون وردية ولا بنية فاتحة). لازم يشوفك طبيب جلدة بـ 'لامب دو وود' (Lampe de Wood) باش يفرق بيناتهم، وخاصة باش يبدأ لك العلاج المبكر إذا كان برص.,original
advice_guidance,قست السكر لقيته طايح (0.60) وأنا صايم، ونحس في قلبي يدق وقريب ندوخ، هل هذا يعني ما عنديش سكر؟,هبوط السكر (Hypoglycémie) ينجم يكون أخطر من طلوعه في لحظتها. إذا تكررت الحالة وأنت ما تأخذش في دواء سكر، لازم نثبتوا في نظامك الغذائي ولا في غدد أخرى في البدن. أول ما تحس بالدوخة، خوذ كعبة حلوى ولا كاس جو (Jus) باش تمنع روحك، ومن بعد لازمك تعمل تحاليل معمقة باش نعرفوا علاش بدنك ما يعرفش يعدل السكر وحده.,original
advice_guidance,يدي فشلت وما عادش نجم نهز بيها حتى كاس ماء، والوجيعة في كتفي تضرب لين لرقبتي، هل هو برد؟,الفشل في اليد مع وجيعة الكتف والرقبة ينجم يكون 'ديسك في الرقبة' (Hernie cervicale) ضاغط على العصب اللي يهبط لليد. البرد يعمل وجيعة عضلات، أما 'الفشل' يعني العصب قاعد يتوجع. لازمك 'راديو' ولا (IRM) على الرقبة، وابعد على هزان الحاجات الرزينة لين يشوفك الطبيب.,original
advice_guidance,عندي كحة شايحة ما حبتش تمشي عندها شهر، جربت السيرو الكل وما فادش، وما عنديش سخانة؟,الكحة اللي تفوت 3 أسابيع لازمها راديو على الصدر (Radio thorax). تنجم تكون 'حساسية'، ولا 'جاير' (Reflux) قاعد يحرق في الحنجرة، ولا حتى بسبب دواء متاع دم (كيف أدوية التنسيون). الطبيب لازم يسمع صدرك بالسماعة باش يفرق بيناتهم ويعطيك العلاج اللي يقص الكحة من المصدر.,original
advice_guidance,ساقي تنفخت فجأة ولات حمراء وتوجعني كي نمسها، وأنا مريض بالقلب، شنوة نعمل؟,إذا كانت ساق بركة منفوخة وحمراء وتوجع، خافوا لا تكون 'عصيدة' (Phlébite) يعني عرق دم تسكر. هذي حالة استعجالية خاطر تنجم الدم الجلطة تمشي للرواير. لازم تمشي فوراً للمستشفى تعمل 'دوبلير' (Echo-doppler) على العروق. ما تمسدش ساقك وما تعملش مساج باش ما تحركش الجلطة.,original
advice_guidance,عندي قبض (Constipation) حاشاك مزمن، نقعد بالأربعة أيام ما نمشيش لبيت الراحة، وكرشي ديما كاسحة، شنوة الحل؟,القبض المزمن حله الأول هو 'نظام الماكلة'. لازمك تاكل الألياف (خضرة، غلال، خبز قمح) وتشرب زوز ليترات ماء في النهار. زادة الحركة والمشي يعاونوا المصران باش يتحرك. ابعد على استعمال 'الحرابش المسهلة' ديما خاطر المصران يستانس بيها ويولي يعجز. إذا قعد المشكل، لازم طبيب يثبت لا يكون فما كسل في المصران.,original
advice_guidance,يا دكتور، ساعات يدي تتنمّل (Fourmillement) عليا في الليل لين نفيق من النوم ونقعد نفض فيها باش تسرح، شنوة هذا؟,هذا يتسمى 'تنميل العصب المتوسط' ولا (Canal Carpien). العصب اللي يتعدى في وسط المعصم قاعد يتغصر، خاصة في الليل. جرب البس 'باندة' كاسحة (Attelle) في الليل باش يدك ما تتعوجش وأنت راقد. إذا التنميل ولى يجيك حتى في النهار ويدك بدأت تفشل، لازم تعمل 'تخطيط عصب' (EMG) باش نثبتوا هل يستحق عملية صغيرة ولا لا.,original
advice_guidance,نرا في ذبان طائر (Mouches volantes) قدام عينيا، خيوط ونقط سوداء تتحرك معايا وين نلفت عيني، هل عيني مريضة؟,هذي تسمى 'الأجسام الطائرة' وهي عبارة على شوائب في السائل اللي وسط العين. في أغلب الأحيان هي حالة عادية مع الكبر ولا عند اللي عندهم 'نقص نظر'. أما إذا شفت 'فلاشات' ضوء قوية (كيف فلاش الكاميرا) ولا حسيت كأنه فما 'ستارة' سودة بدأت تغطي في عينك، وقتها لازم تمشي فوراً لطبيب العينين خاطر تنجم تكون علامة على 'انفصال الشبكية'.,original
advice_guidance,ركبتي تطرطق (Craquement) كي نطلع الدروج وتوجعني، وساعات نحسها تحرق فيا، هل هو نقص في الماء متاع الركبة؟,الطرطقة مع الوجيعة تنجم تكون علامة على 'بداية احتكاك' (Arthrose) ولا قلق في 'صابونة الركبة'. موش ديما يعني نقص ماء، ساعات يكون ضعف في عضلات الفخذ. حاول نقص في الميزان إذا كان زايد، واعمل تمارين تقوية للعضلات. ابعد على الثني برشا (كيف قعدة القرفصاء) واستعمل مراهم مسكنة عند الحاجة.,original
advice_guidance,يا دكتور، بابا عمره 70 سنة، ولى يمشي لبيت الراحة برشا مرات وما ينجمش يشد روحه، والبول يخرج ضعيف، شنوة السبب؟,عند الرجال في العمر هذا، أول حاجة نخممو فيها هي 'البروستاتا' (Prostate). كي تكبر، تولي تضغط على مجرى البول وتخليه يخرج بصعوبة وما يفرغش المثانة مليح. لازم يعمل فحص عند طبيب مجاري بولية وتحليل (PSA) مع 'إيكو' باش نثبتوا في حجمها. فما أدوية تنقص من النفخ وتسهل البول برشا.,original
advice_guidance,نحس في غصة في حلقي كأنه فما حاجة وحلة، وصوتي تبدل شوية، هل هي الغدة الدرقية منفوخة لداخل؟,الغصة في الحلق تنجم تكون من الغدة (Goitre)، أما زادة تنجم تكون من 'الستريس' ولا من 'الجاير' (الارتجاع) اللي يحرق الحلق. لازم طبيب يمس رقبتك ويثبت هل فما 'ولسيس' ولا نفاخ في الغدة، وساعات يعمل لك 'إيكو' باش يطمنك. إذا كان معاها صعوبة في بلعان الماكلة، التثبيت يولي ضروري وأسرع.,original
advice_guidance,يا دكتور، شعري بدأ يطيح من القدام وبدأت تظهر فراغات (Calvitie)، هل فما زيت ولا دواء يرجعه؟,سقوط الشعر ينجم يكون وراثي ولا بسبب نقص فيتامينات ولا ستريس. الزيوت تنجم تعطي لمعة أما ما تطلعش الشعر من العرق. فما أدوية طبية معروفة (كيف المينوكسيديل) تزيد في دقة الدم في جلدة الراس وتعاون الشعر باش ينبت. لازم تثبت زادة في مخزون الحديد والغدة الدرقية قبل ما تبدأ أي علاج.,original
advice_guidance,بنتي عندها حكة قوية في الليل في المخرج (Anus)، وما تنجمش ترقد، هل هما دود؟,إي نعم، هذي علامات 'الدود الأبيض' (Oxyures). الدود يخرج في الليل باش يبيض، وهذا اللي يعمل الحكة. لازمها دواء (Sirop) يتشرب، ولازم 'العيلة الكل' تأخذ الدواء معاها باش ما ترجعش العدوى. زادة لازم تعقيم الأغطية، وقص الضوافر، وغسل اليدين مليح قبل الماكلة.,original
advice_guidance,عندي وشواشة (Acouphènes) في وذني، حس تزفيرة ما تحبش تسكت نهار كامل، خاصة كي يبدأ الهدوء، شنوة الحل؟,الوشواشة عندها برشا أسباب: تنجم تكون مجرد 'بوشون' (Bouchon de cérumen)، ولا تعب في عصب السمع، ولا حتى طلوع في الدم (Tension). لازم يشوفك طبيب (ORL) ينظف الوذن ويعمل لك 'تيست' متاع سمع. ابعد على الهرج القوي، وحاول ما تركزش معاها برشا باش مخك يستانس بيها وما عادش تقلقك.,original
advice_guidance,ظهري يوجع فيا اللوطة (Bas du dos) كي ناقف برشا، والوجيعة تزيد كي نهز حاجة، هل هو ديسك؟,الوجيعة في أسفل الظهر (Lombalgie) شائعة برشا وتجي الاكثرية من ضعف عضلات الظهر ولا وقفة غالطة. موش ديما يعني ديسك، ينجم يكون مجرد تشنج عضلات. الحل هو السبور (المشي والسباحة)، ونقص الميزان، وتعلم كيفاش تهز الحاجات الرزينة بوضعية صحيحة (تثني ركبتك موش ظهرك).,original
advice_guidance,يا دكتور، نلقى ساعات رمل في البول، وعندي وجيعة في جنبي (Rein) تمشي وتجي، شنوة نعمل؟,هذي علامات 'حجر في الكلاوي' (Calculs rénaux). الحجرة كي تتحرك تعمل وجيعة قوية تتسمى 'أزمة كلاوي' (Colique néphrétique). لازم تشرب برشا ماء (أكثر من زوز ليترات) وتعمل 'إيكو' وراديو باش نعرفوا حجم الحجرة وبلاصتها. نقص من الملح واللحوم الحمراء، وإذا الوجيعة قوية برشا لازمك استعجالي.,original
advice_guidance,عندي سمنة (Obésité) في منطقة الكرش، وجربت برشا ريجيمات وما ضعفتش، هل هي غدة؟,السمنة في الكرش تنجم تكون علامة على 'مقاومة الأنسولين' (Insulino-résistance). البدن يولي يخزن السكر في شكل شحم في الكرش وصعيب يحرقها. لازم تنقص 'السكر السريع' (الحلو، الغازوز، الخبز الأبيض) وتعمل سبور بانتظام. تحليل السكر التراكمي (HBA1C) والأنسولين يعاونونا نعرفوا هل فما مشكلة هرمونية ولا لا.,original
advice_guidance,طلعت لي سخانة (Bouton de fièvre) في شاربي عندها يومين، توجع وتحرق، هل هي عدوى؟,هذا يتسمى 'هيربس' (Herpès labial). هو فيروس يقعد راقد في البدن ويخرج كي تطيح المناعة ولا مع الستريس ولا الفجعة. هو معدي برشا باللمس، هذاكا علاش ما تمسوش بيدك وما تبوس حد. فما مراهم (Antiviral) تتباع في الصيدلية تبرد الوجيعة وتخليها تشيح فيسع.,original
advice_guidance,يا دكتور، ظوافر ساقي ولات صفراء وكاسحة وبدأت تتفرت، هل هو سوس ولا فطر؟,هذي الاكثرية 'فطريات الأظافر' (Onychomycose). الفطر يحب البلايص المغمومة والعرق. العلاج يشد وقت (ينجم يوصل لـ 6 شهور) ولازم تستعمل 'فرني' (Vernis) طبي ولا حرابش يكتبهم الطبيب. أهم حاجة شايح ما بين صوابعك مليح بعد كل وضوء ولا دوش، والبس تقاشر قطن وابعد على الصبابط اللي تغم الساق.,original
advice_guidance,عندي وجيعة في جانبي الأيمن من اللوطة، ومعاها غثيان، وخايفة لا تكون الزائدة (Appendicite)؟,وجيعة الزائدة تبدأ الاكثرية بحذا السرة ومن بعد تستقر في الجنب اليمين من اللوطة. إذا تحس بوجيعة قوية كي تنزل على البلاصة وتسيب فجأة، ولا إذا عندك سخانة خفيفة، لازم تمشي فوراً للاستعجالي. الطبيب يعمل لك تحليل دم وإيكو باش يثبت، خاطر إذا كانت زائدة لازمها عملية سريعة قبل ما تتفجر.,original
advice_guidance,رأسي يوجع فيا في شيرة بركة (Migraine)، ونولي ما نتحملش الضوء والهرج، وساعات نرد، شنوة الحل؟,هذي تسمى 'الشقيقة'. هي وجيعة راس مزمنة تجي في شكل نوبات. أحسن حل هو أول ما تبدأ الوجيعة، تدخل لبيت ظلام وهادية وتأخذ دواك. ابعد على 'المحفزات' كيف الشكلاطة، الأجبان القوية، وقلة النوم. فما أدوية وقائية يكتبها طبيب الأعصاب إذا كانت النوبات تجيك برشا مرات في الشهر.,original
advice_guidance,عندي بحة في صوتي (Enrouement) عندها أسبوعين وما مشاتش، مانيش مريض بالصدر أما صوتي تبدل، فاش قام؟,البحة اللي تطول أكثر من 15 يوم لازمها فحص للحنجرة عند طبيب (ORL). تنجم تكون مجرد تعب في الأوتار الصوتية، ولا بسبب 'الجاير' اللي يطلع للحلق، أما لازم نثبتوا لا يكون فما 'لحمات' صغار (Polypes). إذا كنت مدخن، التثبيت يولي ضروري وأكيد.,original
advice_guidance,صوابع يديا يبسوا عليا الصباح (Raideur)، نقعد نص ساعة باش نجم نحركهم ونسكر يدي، شنوة هذا؟,اليبوسة الصباحية في المفاصل هي علامة على 'التهاب' (Arthrite). إذا كانت الوجيعة في اليدين الزوز وتتحسن كي تبدأ تتحرك، تنجم تكون 'روماتيزم' (Polyarthrite). لازم تعمل تحاليل دم خاصة بالالتهاب (CRP) وتشوف طبيب مفاصل باش يبدأ لك العلاج قبل ما المفاصل تتعب برشا.,original
advice_guidance,عروق ساقي بدأت تظهر زرقاء ومنفوخة (Varices)، ونحس في رزانة كبيرة في ساقي في لخر متاع النهار؟,هذي تسمى 'الدوالي'. الدم يولي يلقى صعوبة باش يرجع للقلب ويتحصر في الساقين. حاول ما تقفش برشا في بلاصة وحدة، وارفع ساقيك للفوق كي ترتاح. لبسان 'السيقان الكابسة' (Bas de contention) يعاون برشا في تنقيص الرزانة ويحمي العروق لا تزيد تتنفخ.,original
advice_guidance,ساعات تجيني نمالة في وجهي وشطري اليمين يفشل شوية لمدة دقايق ومن بعد يرجع عادي، هل هي فجعة؟,رد بالك، الفشل ولا التنميل اللي يجي في شطر البدن حتى لو مشى فيسع، ينجم يكون 'جلطة عابرة' (AIT). هذي علامة إنذار اللي فما عرق دم في المخ اتغصر شوية. لازم تمشي فوراً للطبيب تعمل 'IRM' وتثبت في التنسيون والسكر والكوليسترول. ما تستناش لين تتعاود ولا تولي جلطة صحيحة.,original
advice_guidance,عندي وجيعة في عرقوب ساقي (Talon) أول ما نقوم الصباح، كأن فما مسمار يغرس في القاعة، ومن بعد كي نمشي تسكت؟,هذي علامة 'شوكة العظم' ولا التهاب اللفافة الأخمصية (Aponévrosite plantaire). الوجيعة تجي خاطر العضلات تكون كاسحة بعد النوم. استعمل صباط فيه 'طالون' طري، واعمل مساج لساقك بكورة صغيرة (مثل كورة التنس) تحت العرقوب. الطبيب ينجم يعطيك حصص تدليك طبي (Kinésithérapie) تعاون برشا.,original
advice_guidance,يا دكتور، البول متاعي ولى فيه كشكوشة برشا وريحته تبدلت، هل هذا عادي؟,الكشكوشة (Mousse) في البول تنجم تكون علامة اللي فما 'بروتين' قاعد يخرج في البول، وهذا يعني الكلاوي قاعدة تتعب شوية. لازم تعمل تحليل بول (Protéinurie) وتثبت في ضغط الدم. زادة شرب الماء القليل يخلي البول مركز ويعمل كشكوشة، هذاكا علاش ابدأ بشرب زوز ليترات ماء وشوف النتيجة.,original
advice_guidance,نحس في خفقان (Palpitations) في قلبي، ساعات يدق زوز دقات ويسكت دقة، وكأنه باش يوقف، شنوة السبب؟,هذي تسمى 'خوارج الانقباض' (Extrasystoles). هي دقات زايدة تجي الاكثرية من كثرة الستريس، المنبهات (قهوة، تاي)، ولا نقص في النوم. في الأغلب هي موش خطيرة إذا كان القلب سليم. الطبيب يعمل لك تخطيط (ECG) وساعات 'هولتر' (Holter) يسجل دقات القلب لمدة 24 ساعة باش يطمنك على دقات قلبك.,original
advice_guidance,طلعت لي فطريات (Champignons) بين صوابع ساقي، الجلدة بدأت تتقشر وتخرج في ريحة خايبة وحكة، شنوة الحل؟,هذا يتسمى 'رجل الرياضي'. لازمك مرهم (Antifongique) تدهنه مرتين في النهار لمدة أسبوعين. أهم حاجة: شايح ما بين صوابعك 'بالباهي' بمنشفة خاصة بعد كل وضوء، والبس تقاشر قطن تتبدل كل يوم. إذا قعدت مبلولة، الفطريات ما تمشيش وتقعد ترجع لك ديما.,original
advice_guidance,ما عادش نجم نرقـد (Insomnie) بالباهي، نقعد نلوج في الفراش للساعتين متاع الصباح ومخي ما يحبش يسكت، شنوة نعمل؟,الأرق يجي الاكثرية من 'عادات نوم' غالطة. جرب ابعد على التلفون والشاشات ساعة قبل النوم، خاطر الضوء الأزرق يغلط المخ. ما تشربش قهوة بعد الظهر، وحاول ارقد في بيت ظلمة وباردة شوية. إذا قعدت الأفكار تدور في راسك، اكتبهم في ورقة باش تخرجهم من مخك، وإذا طوّلت الحكاية، استشير طبيب باش يعاونك تنظم نومك.,original
advice_guidance,يا دكتور، تجيني دوخة (Vertige) قوية كي نلفت راسي فجأة في الفراش، نحس الدنيا تدور بيا كاينها مرحيّة، وذنوبي تتسكر؟,هذي الاكثرية 'دوخة الأذن الداخلية' (VPPB). فما كريستالات صغار في وسط الوذن يتحركوا من بلاصتهم ويغلطوا توازن البدن. الطبيب (ORL) ينجم يرجعهم لبلاصتهم بحركة سريعة لراسك تسمى (Manœuvre de Libération). هي تفجع أما علاجها بسيط وما يستحقش برشا أدوية.,original
advice_guidance,ولدي خشمو ديما يسيل (Rhinorrhée) ويحك في عينيه، وكل صباح يعطس عشرة عطسات ورا بعضهم، هل هو قريب مزمن؟,هذا موش قريب، هذي علامات 'حساسية الخشم' (Rhinite allergique). خشمو يتفاعل مع الغبرة، النوار، ولا وبر الحيوانات. نظف له خشمو ديما بـ 'السيروم' (الماء المالح)، وإذا القلق كبير، الطبيب يعطيه 'بخاخة' (Spray) تنقص الالتهاب وحرابش ضد الحساسية. المهم تبعدوه على الحاجات اللي تهيج عليه العطاس.,original
advice_guidance,لثتي ديما تسيل بالدم كي نغسل سنيا، ولونها ولى أحمر غامق ومنفوخة، هل سنيا باش يطيحوا؟,هذا التهاب لثة (Gingivite) سببه 'الكالكير' (Tartre) اللي تراكم بين السن واللحم. الدم هو إنذار اللي اللثة مريضة. لازم تمشي تعمل 'ديتارتراج' (Détartrage) عند الدونتيست وتغسل سنيا بـ 'بروس' طرية. إذا سكتّ عليها، الالتهاب يوصل للعظم والسنان تولي تتحرك ومن بعد تطيح.,original
advice_guidance,عندي وجيعة في صبعي الكبير متاع ساقي، ولى أحمر ومنفخ ويحرق فيا، حتى الغطاء ما نتحملوش عليه؟,هذي نوبة 'قرص' (La Goutte). هي بسبب طلوع 'الأسيد أوريك' (Acide urique) في الدم اللي يترسب في شكل بلورات في المفاصل. ابعد فوراً على اللحوم الحمراء واللحوم الباردة (الشاركيتريه) والمشروبات الغازية. اشرب برشا ماء وفما دواء يكتبه الطبيب يطيح الأسيد ويبرد الوجيعة فيسع.,original
advice_guidance,يا دكتور، حشاك نلقى في صعوبة باش نبدا نبول، ولازم نكبس على روحي برشا، والبول يقطر في لخر؟,عند الرجال، هذي علامات 'البروستاتا' (Prostate) كي تبدأ تضغط على المجرى. لازم تعمل فحص وتثبت في حجمها. زادة تنجم تكون بسبب 'ضيق في مجرى البول' من التهابات قديمة. الطبيب يطلب منك 'إيكو' وتصويرة للبول (Débitmétrie) باش يعرف قوة الدفع ويحدد الدواء المناسب.,original
advice_guidance,ديما نحس في الفشل (Fatigue) ووجهي ديما مصفر، وما عنديش جهد حتى باش نطلع الدروج، هل هو سكر؟,الفشل والصفورية ينجموا يكونوا من 'فقر الدم' (Anémie) ولا من كسل في 'الغدة الدرقية' (Hypothyroïdie). الغدة كي تبدأ بخلانة، البدن الكل يولي رزين. لازم تعمل تحليل دم للحديد وتحليل (TSH) للغدة. إذا طلعت الغدة بخلانة، دواء بسيط كل صباح يرجع لك حيويتك ونشاطك.,original
advice_guidance,ما عاد عيني في شيء، لا نحب نخرج لا نكلم حد، وديما مغوم (Triste) ونحب نقعد وحدي، هل هذا اكتئاب؟,خسارة الرغبة في الحياة والهروب من الناس هي علامات 'اكتئاب' (Dépression). هي حالة طبية كيفها كيف أي مرض آخر، وموش مجرد 'ضعف إيمان' ولا 'دلال'. الحديث مع طبيب نفسي ولا أخصائي ينجم يحلك برشا بيبان، وساعات دواء بسيط يرجع التوازن للمواد الكيميائية في المخ ويخليك تشوف الدنيا بلون آخر.,original
advice_guidance,يا دكتور، صوابع يدي بدأت تتقشر (Desquamation) والجلدة ولات رقيقة وتوجعني كي نمس الجافيل ولا الصابون، شنوة هذا؟,هذي تسمى 'إكزيما التماس' (Eczéma de contact). جلدتك عندها حساسية من المواد الكيميائية الموجودة في مواد التنظيف. لازمك تلبس 'ڨوانتوات' (Gants) ديما كي تغسل الماعون ولا تستعمل الجافيل، وتستعمل مراهم مرطبة (Cicatrisante) باش تبني جلدة جديدة. ابعد على الصابون اللي فيه برشا ريحة واستعمل صابون 'مارسيل' ولا صابون أخضر.,original
advice_guidance,ولدي الصغير (عامين) بدأت عينو تدمع وتخرج في العماص (Sécrétions) وحمارّت برشا، هل هي رمد؟,إي نعم، هذا الاكثرية 'رمد' (Conjonctivite). ينجم يكون من فيروس ولا بكتيريا، وهو 'معدي' برشا. لازم تغسل له عينو بـ 'سيروم فيزيولوجي' وقطنة نظيفة (من داخل لبرا)، وتستعمل قطرة (Collyre) يكتبها الطبيب. رد بالك يستعمل نفس المنشفة متاع العيلة باش ما يعديش البقية، واغسل يديك مليح بعد ما تمس له عينو.,original
advice_guidance,صدري يصَفّر (Sifflement) كي نجي نرقـد، ونحس في نهجة وتزييرة كي نبذل مجهود، هل هي ضيق نفس؟,التصفير في الصدر والنهجة هما علامات 'الفدة' (Asthme) ولا حساسية الصدر. الشعب الهوائية تتسكر شوية وتخلي النفس يخرج بصعوبة. لازمك تعمل 'تيست' متاع نفس (EFR) باش نثبتوا في قوة الرواير. الطبيب يعطيك 'فوشاكة' (Inhalateur) توسع الشعب الهوائية وتخليك تتنفس مرتاح. ابعد على الدخان والغبرة والروائح القوية.,original
advice_guidance,عندي وجيعة في معصم يدي (Poignet) خاصة كي نخدم بـ اللاقطوب (Laptop) ولا التلفون، ونحس في عقدة صغيرة طلعت لي؟,الوجيعة هذي تجي من التهاب الأوتار (Tendinite) بسبب الحركة المتكررة. العقدة الصغيرة هي 'كيس زلالي' (Kyste synovial) يخرج كي الوتر يتعب. الحل هو الراحة، وتستعمل 'باندة' خفيفة، وتنقص من استعمال التلفون. الكيس الاكثرية يرجع وحدو مع الراحة، وإذا قعد يوجع برشا، الطبيب ينجم ينحيه بعملية بسيطة.,original
advice_guidance,يا دكتور، نحس في حرقان (Brûlure) قوي كي نجي نبول، ولازم نمشي لبيت الراحة برشا مرات، شنوة السبب؟,هذي علامات 'تعفن بولي' (Infection urinaire). بكتيريا دخلت للمثانة وعملت التهاب. لازم تشرب برشا ماء (3 ليترات) باش تنظف المجرى، وتعمل تحليل بول (ECBU) باش نعرفوا نوع البكتيريا ونعطوك 'أنتي بيوتيك' المناسب. ما تسكتش عليها باش ما تطلعش الوجيعة للكلاوي وتولي سخانة.,original
advice_guidance,نحس في ثقل (Oppression) على صدري كي نمشي مسافة طويلة، والوجيعة تضرب لي في فكي (Mâchoire)، هل هو قلب؟,الوجيعة اللي تجي مع المجهود وتضرب في الفك ولا اليد اليسار لازم تتاخذ بجدية كبيرة. تنجم تكون علامة على 'ضيق في عروق القلب' (Angine de poitrine). لازم تمشي فوراً لطبيب قلب تعمل تخطيط واختبار مجهود (Épreuve d'effort). ما تقولش 'هذا ريح' ولا 'برد'، التثبيت في القلب هو الأولوية القصوى هنا.,original
advice_guidance,يا دكتور، طلع لي تولال (Verrues) في يدي وبدأ يتكاثر ويمشي لصوابعي الأخرى، كيفاش نحيه؟,التولال هو فيروس (HPV) ينتقل باللمس. لازمك ما تمسوش بيدك وما تحاولش تجرحه باش ما ينتشرش في بلايص أخرى. فما دواء 'كاوٍ' يتباع في الصيدلية يتحط جيست فوق التولالة، ولا تنجم تمشي لطبيب جلدية ينحيهولك بالبرد (Azote) ولا بالليزر. المهم ما تستعملش مقص الظوافر متاعك لغيرك باش ما تعديهمش.,original
advice_guidance,يا دكتور، ساعات عيني ترف (Tremblement de la paupière) وحدها عندها أيام، مانيش عارف علاش، هل هو عصب؟,رفة العين في الأغلب موش مرض عصب، بل هي علامة 'تعب' (Fatigue) ولا نقص في مادة 'المنغنزيوم' (Magnésium) وزيادة في الستريس والكافيين. مخك يبعث في إشارات للعضلة باش تتشنج. ارقد مليح، نقص من القهوة، وخذ مكملات 'منغنزيوم' لمدة أسبوع تو تلاحظ اللي الرفة مشت وحدها.,original
advice_guidance,خشمي ديما مسكر (Nez bouché) ونشخر برشا في الليل، ونفيق الصباح فمي شايح وحلقي يوجع فيا؟,هذا ينجم يكون 'لحمات' (Polypes) في الخشم ولا 'اعوجاج في الحاجز الأنفي'. الشخير يجي خاطر الهواء ما يتعداش مليح من الخشم ويولي يتعدى من الفم. لازم طبيب (ORL) يشوف خشمك بالمنظار. ساعات بخاخة فيها 'كورتيكويد' تسرح المسالك، وساعات تستحق عملية بسيطة باش ترجع تتنفس وترقد مرتاح.,original
advice_guidance,عندي وجيعة في كتفي (Épaule) ما نجمش نهز يدي للفوق، ونحسها واحلة وتوجعني برشا في الليل؟,هذي تسمى 'التهاب أوتار الكتف' (Tendinite de la coiffe). الكتف مفصل حساس والأوتار اللي فيه تتعب بالخدمة ولا بحركة غالطة. لازمك راحة، ومراهم ضد الالتهاب، وأهم حاجة حصص 'تليك طبي' (Kinésithérapie) باش تسرح المفصل وما ييبسش (Capsulite). ابعد على هز الرزين بيدك هذيك مدة أسبوعين.,original
advice_guidance,يا دكتور، الخصية اليسار نحسها منفوخة شوية وفيها عروق كاينها عش دود، وتوجعني كي ناقف برشا؟,هذي علامات 'الدوالي' (Varicocèle) في الخصية. هي عروق دم تتنفخ وتعمل رزانة وساعات تقلق الخصوبة. لازم تعمل 'إيكو دوپلير' (Écho-Doppler) باش نثبتوا في درجة الدوالي. إذا كانت توجع برشا ولا مقلقة التحليل متاع الحيوانات المنوية، وقتها الطبيب ينجم يقترح عملية بسيطة باش يسكر العروق المنفوخة.,original
advice_guidance,نحس في نهجة (Essoufflement) حتى كي نطلع درجة واحدة، وساقيا منفخين والصباط ولى ما يجيش قدي؟,النهجة مع نفاخ الساقين هي علامات 'تعب في القلب' (Insuffisance cardiaque). القلب ما عادش يضخ الدم بقوة والماء يتحصر في الساقين والرواير. لازم تمشي فوراً لطبيب قلب تعمل 'إيكو' (Échographie cardiaque). نقص من الملح نهائياً، والطبيب يعطيك أدوية 'تخرج الماء' وتنشط عضلة القلب.,original
advice_guidance,كل شتاء تجيني عقدة (Angine) في حلقي، يسكر عليا الماكلة ونولي بالسخانة، هل لازم نحي اللحمات (Amygdales)؟,نحي اللحمات موش ديما هو الحل. إذا تجيك العقدة أكثر من 5 مرات في العام ورا بعضهم، ولا إذا بدأت تعمل لك قلق في المفاصل ولا القلب، وقتها الطبيب ينصح بالعملية. أما قبل هذا، لازم تعمل 'تحليل مسحة' (Trod) باش نعرفوا هل هي بكتيريا تستحق أنتي بيوتيك ولا فيروس يمشي بالراحة والباراسيتامول.,original
advice_guidance,وليت نوسوس (TOC) من الميكروبات، نغسل يدي 20 مرة ورا بعضهم وما نتهنى كان كي نحسهم طابوا بالصابون، شنوة نعمل؟,هذا يسمى 'الوسواس القهري'. مخك يعطيك فكرة غالطة (اللي يدك موش نظيفة) ويجبرك تعمل حركة متكررة باش تنقص الخوف. هذا مرض يتعالج بـ 'العلاج السلوكي' (TCC) وساعات أدوية تنظم هرمون 'السيروتونين' في المخ. ما تخليش روحك تتعذب وحدك، الطبيب النفسي ينجم يعاونك تكسر الحلقة هذي وترجع تعيش عادي.,original
